gameid,winner,teamSize,R_BAIT_TURN,R_BOUNCE_JUKE,R_CHOKE_PINCH,R_CLEAR_SPLIT,R_CLOSE_QUARTERS,R_CONTESTED_SPLIT,R_DELAY_FEAST,R_DENSITY_RAID,R_ESCORT_RING,R_ETA_STRIKE,R_FEAR_RIDGE,R_FORT_KITE,R_GATE_CAMP,R_GIVE_GROUND,R_HOLD_COVER,R_LAST_MAN_RUN,R_LAST_MEAL_STALL,R_LAST_PREY_CARE,R_LAST_STAND,R_NASH_HOLD,R_OPEN_KITE,R_ORBIT_KITE,R_PACK_HUNT,R_PRESSURE_BREAK,R_REGROUP_MASS,R_ROLE_SWEEP,R_SCATTER_RAID,R_SCREEN_HUNT,R_SHADOW_PREY,R_SURVIVE_FEAR,R_WALL_POUNCE,R_switches,P_BAIT_TURN,P_BOUNCE_JUKE,P_CHOKE_PINCH,P_CLEAR_SPLIT,P_CLOSE_QUARTERS,P_CONTESTED_SPLIT,P_DELAY_FEAST,P_DENSITY_RAID,P_ESCORT_RING,P_ETA_STRIKE,P_FEAR_RIDGE,P_FORT_KITE,P_GATE_CAMP,P_GIVE_GROUND,P_HOLD_COVER,P_LAST_MAN_RUN,P_LAST_MEAL_STALL,P_LAST_PREY_CARE,P_LAST_STAND,P_NASH_HOLD,P_OPEN_KITE,P_ORBIT_KITE,P_PACK_HUNT,P_PRESSURE_BREAK,P_REGROUP_MASS,P_ROLE_SWEEP,P_SCATTER_RAID,P_SCREEN_HUNT,P_SHADOW_PREY,P_SURVIVE_FEAR,P_WALL_POUNCE,P_switches,S_BAIT_TURN,S_BOUNCE_JUKE,S_CHOKE_PINCH,S_CLEAR_SPLIT,S_CLOSE_QUARTERS,S_CONTESTED_SPLIT,S_DELAY_FEAST,S_DENSITY_RAID,S_ESCORT_RING,S_ETA_STRIKE,S_FEAR_RIDGE,S_FORT_KITE,S_GATE_CAMP,S_GIVE_GROUND,S_HOLD_COVER,S_LAST_MAN_RUN,S_LAST_MEAL_STALL,S_LAST_PREY_CARE,S_LAST_STAND,S_NASH_HOLD,S_OPEN_KITE,S_ORBIT_KITE,S_PACK_HUNT,S_PRESSURE_BREAK,S_REGROUP_MASS,S_ROLE_SWEEP,S_SCATTER_RAID,S_SCREEN_HUNT,S_SHADOW_PREY,S_SURVIVE_FEAR,S_WALL_POUNCE,S_switches,
65ecc847-354f-4110-b7a2-26db1f6d11a3,PAPER,5,0,0,0,0,0,0,0,0,0,208,0,0,0,0,1,0,0,0,0,0,193,107,3,565,14,0,0,0,0,5,0,797,0,0,0,13,0,0,0,11,9,0,0,0,2682,0,0,0,0,1,0,0,0,0,370,0,96,0,0,0,0,0,0,0,0,375,15,0,0,31,0,0,0,0,0,760,207,0,0,0,0,0,0,0,59,12,0,0,0,9280,0,0,0,0,0,0,0,0,0,39,0,18,0,0,0,0,0,0,0,0,0,2,145,0,498,13,0,0,0,0,971,0,0,0,0,5,0,0,0,45,190,0,0,0,2869
a47a5cd5-776e-4705-b866-84eaba0583f5,PAPER,10,0,0,0,0,0,0,0,0,0,114,0,0,0,0,1,0,0,0,0,0,0,113,0,27,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,9,0,0,2698,0,0,0,0,0,1,0,0,0,141,0,0,0,0,0,0,0,0,0,0,111,0,0,0,8,0,0,0,0,3,11,20,0,0,0,0,0,0,0,0,10,0,0,0,9338,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,140,0,141,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,2893
2fcc65b0-4807-4ec5-8ab5-1f0959105ede,ROCK,20,0,0,0,0,1,2,0,0,60,23,0,0,0,0,0,0,0,0,2,0,1,86,2,28,0,0,0,0,0,0,0,123,0,0,0,22,25,0,0,0,2,0,1,0,2729,0,0,0,0,0,0,0,0,0,56,0,8,0,0,0,0,0,0,0,0,123,118,1,0,5,0,0,0,0,0,29,38,0,0,0,0,0,0,0,0,0,0,0,0,9417,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,38,91,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,162,0,0,0,2917
f22e66bc-247c-4575-8b78-ea8b2b949eea,SCISSORS,15,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,67,0,94,4,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,2747,0,0,0,0,0,0,0,0,0,2,0,59,0,0,41,0,0,0,0,0,126,103,0,0,0,0,0,0,0,0,101,69,0,0,0,0,0,0,3,0,0,3,0,0,9534,112,0,0,0,1,0,0,0,1,3,0,27,1,0,0,0,0,0,0,0,44,74,34,0,78,0,0,0,0,0,116,0,0,0,0,13,0,0,0,0,1,0,2,0,2951
c48ee111-b36e-4c4f-81ab-c040d17811d9,ROCK,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,76,0,141,0,0,0,0,3,0,0,221,0,0,0,0,0,0,13,0,0,0,1,0,2766,0,0,0,0,0,0,0,0,0,32,0,11,0,0,0,0,0,0,0,0,83,162,0,0,0,0,0,0,0,0,188,45,0,0,0,0,0,0,0,0,0,0,0,0,9614,136,0,0,0,0,0,0,0,0,3,0,0,0,0,39,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,269,0,0,0,0,0,0,0,0,7,0,1,0,0,2968
1f29696b-f021-42ed-be73-ead7d5a4d362,ROCK,6,0,0,0,0,2,0,0,0,1,32,0,0,0,0,0,2,0,0,0,0,73,70,2,14,3,0,0,0,0,0,0,171,0,0,0,3,0,0,66,0,0,0,1,0,2798,0,0,0,0,0,0,0,0,0,75,0,121,0,0,0,0,0,0,0,0,91,66,0,0,6,0,0,0,0,0,32,49,0,0,0,0,0,0,0,0,0,0,0,0,9709,68,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,110,0,43,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1,0,52,0,0,2980
cdd6574d-8d83-42be-95c2-c91c9bc8a0e0,PAPER,11,0,0,0,0,0,0,0,0,0,159,0,0,0,0,1,0,0,3,0,0,0,37,0,53,10,0,0,0,0,0,0,181,0,0,0,6,0,0,0,15,0,1,0,0,2834,0,0,0,0,1,1,0,0,0,60,0,63,0,0,0,0,0,0,0,0,182,0,0,0,4,0,0,0,0,0,35,98,0,0,0,0,0,0,0,0,22,0,0,0,9868,145,0,0,0,0,0,0,0,0,2,0,80,0,0,0,0,0,0,0,0,0,1,141,0,48,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,12,0,0,0,3005
815b9239-bba9-43b4-8de8-32406bb20550,ROCK,11,0,0,31,0,0,0,3,0,47,104,0,0,2,0,0,1,2,0,6,0,38,54,0,187,4,0,0,0,11,0,0,363,0,0,16,0,0,0,14,0,19,0,0,0,2896,0,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,293,99,2,0,2,0,0,0,0,61,167,210,0,0,0,0,0,0,11,0,0,0,0,0,10135,0,10,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,37,0,0,27,0,100,0,85,0,0,0,0,0,0,0,0,0,0,293,0,0,0,45,293,1,0,0,3049
02d8b3a6-86b0-44e9-af82-75ee8ef0629d,PAPER,7,0,0,77,0,0,0,0,0,0,33,0,0,0,0,5,0,0,0,0,0,0,37,0,83,0,0,0,0,0,0,0,132,0,0,0,25,0,0,0,1,0,41,0,0,2917,0,0,0,0,1,1,0,0,1,62,0,18,1,0,0,0,0,0,0,0,107,119,2,0,1,0,0,0,0,0,9,60,0,0,0,0,0,0,0,0,52,0,0,0,10236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,173,0,94,0,0,0,0,0,81,0,0,0,0,2,0,0,0,0,81,0,0,0,3060
acc9d8a3-4331-412b-b391-5b79625b235e,ROCK,12,0,0,0,0,0,40,0,0,0,522,0,0,2,0,0,0,0,0,0,0,0,157,8,281,31,0,0,0,0,0,21,532,0,0,0,107,0,0,0,0,0,0,0,0,3039,0,0,0,0,0,0,0,0,0,489,0,87,0,0,0,0,0,0,0,0,358,155,5,0,39,0,0,0,0,0,280,264,0,0,0,0,0,0,0,24,0,0,0,0,10615,0,0,0,21,0,0,0,0,0,32,0,264,0,0,26,0,0,0,0,0,0,6,135,0,520,0,0,0,0,0,476,24,0,0,7,9,0,0,0,2,178,1,0,0,3176
d36edca7-cc09-4ab7-a7cf-a8d7b903df25,ROCK,17,0,0,0,0,1,0,0,0,0,60,0,35,1,0,0,0,0,0,7,0,52,0,0,145,4,0,0,0,0,0,0,497,0,0,0,0,0,0,0,1,3,0,0,0,3072,0,0,0,0,0,0,0,0,0,44,0,12,0,0,0,0,0,0,0,0,211,197,1,0,3,2,0,0,0,1,180,110,0,0,0,0,0,0,45,0,0,0,0,0,10807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,44,63,12,164,0,0,0,0,0,395,0,0,0,0,0,0,0,0,38,0,0,0,0,3192
85553a74-bc5b-4415-823a-387fb200a651,ROCK,5,0,0,0,0,1,0,0,0,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,0,0,0,0,0,0,452,0,12,26,0,0,0,0,0,2,0,0,0,3109,0,0,0,0,0,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,222,116,4,0,3,2,0,0,0,0,320,113,0,0,0,0,0,0,0,0,0,0,0,0,10993,0,6,233,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,54,68,0,101,0,0,0,43,0,0,0,0,0,0,251,0,0,50,0,0,8,0,0,3231
319803e9-04d8-40d2-b8d7-21a62eecd271,SCISSORS,13,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,123,3,241,18,0,0,0,0,0,0,72,0,0,0,64,0,0,0,0,0,0,0,0,3166,0,0,0,0,0,0,0,0,0,572,0,4,0,0,1,0,0,0,0,0,41,95,1,0,25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,16,0,0,11089,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,47,0,401,0,0,0,0,0,207,0,0,2,7,0,0,0,0,0,106,0,2,0,3286
1b833bd2-9d83-4b41-ba5b-c13141423afe,PAPER,19,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,111,0,74,3,0,0,0,0,0,0,308,0,5,0,0,0,0,0,50,0,4,0,0,3190,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,147,115,4,0,0,0,0,0,0,0,146,79,0,0,0,12,0,0,50,0,54,0,0,0,11217,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,94,0,78,0,19,0,0,0,213,0,0,0,0,23,0,0,0,0,153,0,0,0,3306
598592f3-426e-42e3-9b30-3ef8472ec55d,PAPER,7,0,0,0,0,0,0,0,0,0,136,0,0,0,0,30,0,0,0,0,0,0,113,0,110,13,0,0,0,0,0,0,616,0,0,0,1,0,0,0,0,9,2,0,0,3247,0,0,0,0,0,0,0,0,31,11,0,0,1,0,0,4,0,0,0,0,404,0,0,43,0,0,0,0,0,54,309,172,0,0,0,0,0,0,0,0,1,0,0,0,11493,0,0,0,0,0,0,0,0,0,9,0,90,0,0,0,0,0,0,0,0,0,74,83,0,99,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,144,0,0,0,3337
d2261421-02c1-4b53-85d9-461f414464a1,SCISSORS,15,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,145,0,114,14,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,119,0,2,0,0,1,0,0,0,0,0,222,55,0,0,8,0,0,0,0,0,207,81,0,0,0,0,0,0,0,2,0,11,0,0,11627,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,1,0,0,0,72,0,0,243,0,0,0,0,0,87,0,0,86,0,0,0,0,0,0,191,0,0,0,3403
a4a4a0be-37db-40aa-a15e-377bad18bd90,PAPER,16,0,15,0,0,0,0,0,0,0,37,0,0,0,0,53,0,0,0,0,0,0,108,0,1,2,0,0,0,0,0,0,155,0,0,0,7,0,0,0,1,12,1,0,0,3309,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,100,67,0,0,0,3,0,0,0,0,84,53,0,0,0,21,0,0,0,0,58,0,0,0,11723,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,2,124,0,54,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,169,0,0,0,3418
8000f68d-d793-4b84-a782-e827f89a6b3a,ROCK,8,0,0,0,0,1,0,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,61,0,13,0,0,0,0,67,0,51,0,0,0,0,0,0,0,0,0,1,0,1,0,3322,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,117,37,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,47,0,0,0,0,0,11764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,106,0,0,0,3421
14c2cf5b-ee56-4987-9ed2-a0e86e6a5d7b,SCISSORS,10,16,0,0,0,0,0,0,0,102,232,0,0,0,0,0,0,0,0,0,0,0,104,0,34,16,0,0,0,0,0,177,56,0,0,0,0,0,0,0,0,0,0,0,0,3367,0,0,0,0,0,0,0,0,0,64,0,0,0,0,3,0,0,0,0,0,193,85,1,0,6,6,0,0,0,0,218,112,0,0,0,0,0,0,0,2,0,47,0,0,11960,0,0,0,0,2,1,0,0,0,16,0,50,1,0,0,1,0,0,0,0,93,11,2,0,225,10,0,0,0,0,0,0,0,136,0,0,0,0,22,42,125,0,0,0,3488
4edd5047-af30-4ee9-9eba-3edf9f99c7d5,PAPER,7,0,0,0,0,0,0,19,0,0,87,0,0,0,0,0,0,0,0,0,0,0,52,0,32,3,0,0,0,0,0,144,0,0,0,0,40,0,0,0,2,0,34,0,0,3386,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,153,52,0,0,0,0,0,0,0,0,84,81,0,0,0,0,0,0,0,0,38,0,1,0,12089,0,0,0,0,0,0,0,0,0,4,0,55,0,0,0,0,0,0,0,0,0,86,1,0,31,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,212,0,0,0,3500
92460436-c743-477a-9308-50d072bc8f9e,PAPER,16,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0,0,54,1,30,3,0,0,0,0,0,0,186,0,0,0,54,0,0,0,26,0,0,0,0,3409,0,0,0,0,1,1,0,0,1,47,0,45,0,0,0,0,0,0,0,0,136,0,0,0,1,0,0,0,0,0,100,49,0,0,0,0,0,0,0,0,23,0,0,0,12173,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,0,0,0,0,0,112,0,0,128,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,112,0,0,0,3548
9b562922-77ef-4149-a05b-741d08859b29,ROCK,14,0,0,0,0,1,0,0,0,69,58,0,0,0,0,0,1,0,0,0,0,12,66,0,21,2,0,0,0,172,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,104,79,0,0,0,0,0,0,0,0,104,120,0,0,0,0,0,0,2,0,0,0,0,0,12261,0,0,0,0,0,0,0,0,0,3,0,1,0,0,32,0,0,0,0,0,0,121,2,0,54,0,0,0,0,0,0,0,0,22,0,6,0,0,0,2,179,1,0,0,3572
8d5d0f25-2114-4b6e-9946-5e5522410d1e,PAPER,9,0,0,0,0,0,0,0,0,75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,40,0,0,0,2,0,43,0,0,3438,0,0,0,0,2,2,0,0,1,0,0,17,1,0,0,2,0,0,0,0,74,55,0,0,0,0,0,0,0,0,56,38,0,0,0,0,0,0,0,0,36,0,2,0,12349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,36,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,107,0,0,0,3577
d7913155-a094-448b-830b-9bb43b70b1f5,ROCK,5,0,0,0,0,1,0,0,0,0,215,0,0,1,0,0,1,0,0,0,0,663,84,3,369,10,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,2,0,1,0,3514,0,0,0,0,0,0,0,0,0,406,0,212,0,0,0,0,0,0,0,0,229,8,133,0,22,3,0,0,0,33,198,156,0,0,0,0,0,0,0,10,0,0,0,0,12603,0,0,0,0,0,0,0,14,0,39,0,98,0,0,3,0,0,0,0,0,0,2,78,0,568,0,0,0,0,0,276,0,0,31,0,0,0,0,0,2,261,38,0,0,3695
e695faed-bfd9-431a-b9cb-bad031997187,PAPER,16,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,170,97,7,274,24,0,0,0,0,0,0,92,0,0,0,34,0,0,0,18,0,0,0,0,3593,0,0,0,0,0,0,0,0,19,538,0,95,1,0,0,0,0,0,0,0,85,1,92,0,37,0,0,0,0,0,22,41,0,0,0,0,0,0,0,7,1,0,0,0,12756,0,0,0,0,0,0,0,0,0,38,0,52,0,0,0,0,0,87,0,0,0,0,126,0,584,0,0,0,0,0,0,0,0,0,0,16,0,0,36,0,0,0,0,0,3778
ec1462af-12cb-4c42-9d50-640f43be8326,PAPER,11,0,0,0,0,0,0,0,0,0,17,240,0,0,0,35,0,0,0,0,0,0,70,0,51,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,3613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,205,0,0,0,0,0,0,0,0,0,102,75,0,0,0,0,0,0,17,0,33,0,1,0,12884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,288,0,0,0,3784
e9b80513-6f4e-4025-b752-c5e8009fb869,PAPER,5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,106,0,0,0,0,31,0,0,0,12,0,1,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,58,40,0,0,0,0,0,0,0,0,15,0,1,0,12943,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,92,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,3788
2f990a6a-9354-498f-9ff1-180ac05665f4,PAPER,20,40,0,0,0,0,0,0,0,0,238,0,0,0,0,1,0,0,0,0,0,0,88,0,43,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3647,0,0,0,0,0,0,0,0,0,251,0,0,1,0,0,0,0,0,0,0,131,0,0,0,12,0,0,0,0,0,25,33,0,0,0,0,0,0,0,0,11,0,0,0,13023,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,99,0,234,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,43,0,0,0,3837
56b26adf-7db8-4cd1-8575-7fd5657f3cd7,PAPER,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,55,0,31,1,0,0,0,0,0,0,0,0,0,260,0,0,0,0,43,0,3,0,0,3677,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,127,0,0,0,0,0,0,0,0,0,133,108,0,0,0,0,0,0,0,0,45,0,1,0,13134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,117,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,3844
0e783a3a-b933-4310-abf7-48aca6f25d99,SCISSORS,11,0,0,0,0,0,0,0,0,0,336,0,11,0,0,0,0,0,17,0,0,0,70,61,122,17,52,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,3747,0,0,0,0,0,0,0,0,0,332,0,32,0,0,9,0,0,0,0,0,236,0,45,0,21,0,0,0,0,21,176,103,0,0,0,0,0,0,0,0,0,0,0,0,13359,0,42,0,0,1,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,43,0,381,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,357,0,0,0,3915
f6eb6615-9698-4a67-9797-4da57ea7d805,ROCK,13,0,0,0,38,0,1,0,0,81,42,0,0,0,0,0,0,0,0,0,0,2,39,70,66,2,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,1,0,2,0,3795,0,0,0,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,133,0,168,0,2,0,0,0,0,33,198,67,0,0,0,0,0,0,0,0,0,0,0,0,13467,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,32,0,39,0,0,0,0,0,0,0,0,0,0,130,0,0,11,59,360,2,0,0,3948
ee4aff4f-e069-45af-ad27-e01e54708c0a,PAPER,9,0,0,0,0,0,0,0,4,0,82,0,0,0,0,14,0,0,0,0,0,11,35,0,80,9,0,0,0,0,0,38,213,0,0,0,0,0,0,0,0,0,1,0,0,3828,0,0,0,0,0,0,0,0,1,29,0,37,0,0,0,1,0,0,0,0,167,21,72,0,4,0,0,0,0,0,40,95,0,0,0,0,0,0,3,0,17,0,0,0,13637,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,189,0,94,0,0,0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,3969
570080f4-656e-4482-8633-a33f3c131caa,SCISSORS,10,0,0,0,236,0,0,0,0,0,338,0,0,0,0,0,0,0,79,0,0,0,161,0,278,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912,0,0,0,0,0,0,0,0,0,132,0,0,0,0,35,0,0,0,0,0,391,0,50,0,8,0,0,0,0,0,223,267,0,0,0,0,0,0,6,1,0,6,0,0,13985,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,340,0,58,1,162,0,0,0,0,0,0,0,0,17,0,440,0,0,0,0,91,0,1,0,4022
91b27687-5298-41d7-9772-19e59d03f9c2,SCISSORS,19,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,94,67,50,9,9,0,0,0,0,0,160,0,0,0,0,0,0,0,0,7,0,0,0,3944,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,124,0,65,31,7,0,0,0,0,0,78,69,0,0,0,0,0,0,1,2,0,31,0,0,14114,0,22,0,7,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,173,0,0,0,21,0,0,0,0,0,27,0,0,0,0,68,0,0,14,0,164,0,0,0,4044
5c05c1ce-1544-460c-9edb-e8cc9ead8437,ROCK,8,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,2,0,0,0,0,65,0,51,42,0,0,0,14,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,3964,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,74,92,0,51,2,0,0,0,0,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,14176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,158,0,38,0,5,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,4056
45533771-4cfa-4258-a5ac-140cd2fc91d0,SCISSORS,10,0,0,0,0,0,0,0,0,0,49,0,0,0,7,0,0,0,0,0,0,0,111,0,1,5,2,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,3981,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,84,49,34,0,0,0,0,0,0,0,70,46,0,0,0,0,0,0,0,72,0,1,0,0,14251,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,59,0,50,0,0,0,0,1,0,0,0,0,0,70,0,0,0,0,180,0,1,0,4077
b571cd70-e840-4c9b-b783-d5693bf1a7d1,ROCK,5,0,0,0,0,1,3,0,0,109,59,0,0,1,0,0,2,0,0,0,0,3,26,0,59,4,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,3,0,0,0,4024,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,75,0,16,0,3,0,0,0,0,0,50,45,0,0,0,0,0,0,0,0,0,0,0,0,14318,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,62,0,51,0,0,0,0,0,0,0,0,0,0,59,0,0,0,3,116,76,0,0,4104
eaa89daa-8692-4510-876e-055de980052c,SCISSORS,6,0,0,1,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,110,0,0,9,8,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4046,0,0,0,0,0,0,0,0,0,151,0,3,0,0,57,0,0,0,0,0,36,38,0,0,7,0,0,0,0,0,27,12,0,0,0,0,0,0,0,2,0,2,0,0,14367,0,0,0,0,2,2,0,0,63,6,0,0,1,0,0,0,0,0,0,0,33,1,76,10,117,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,4133
4401840a-80d0-473f-81da-2b490208490e,SCISSORS,16,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,7,0,0,0,172,0,82,3,1,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4063,0,0,0,0,0,0,0,0,0,104,0,3,0,0,3,0,0,0,0,0,75,71,45,0,6,0,0,0,0,0,38,46,0,0,0,0,0,0,0,0,0,44,0,0,14458,0,0,0,0,1,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,304,0,0,0,36,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,1,0,0,0,4152
29938289-de21-4c02-bfe0-0601189c8938,SCISSORS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,45,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,4066,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,52,0,96,0,1,0,0,0,0,0,15,31,0,0,0,0,0,0,0,1,0,25,0,0,14507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4156
9b108d57-a307-47b5-ab2e-ec51d00f2c9c,PAPER,9,0,0,18,0,0,0,0,0,0,67,0,0,0,0,2,0,0,0,0,0,0,99,0,0,7,16,0,0,0,0,152,100,0,0,0,0,0,0,0,1,0,27,0,0,4096,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,165,0,61,0,0,0,0,0,0,0,118,89,0,0,0,0,0,0,3,0,29,0,1,0,14663,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,181,0,72,0,40,0,0,0,0,0,73,0,0,0,0,104,0,0,0,0,12,0,0,0,4175
