gameid,teamSize,forts,duration_s,runcount,winner,rock_final,paper_final,scissors_final,rock_conversions,paper_conversions,scissors_conversions,rock_mode_HUNT,rock_mode_DEFEND,rock_mode_REGROUP,rock_mode_SCATTER,paper_mode_HUNT,paper_mode_DEFEND,paper_mode_REGROUP,paper_mode_SCATTER,scissors_mode_HUNT,scissors_mode_DEFEND,scissors_mode_REGROUP,scissors_mode_SCATTER,total_conversions,wipe_risk_total,wipe_risk_rock,wipe_risk_paper,wipe_risk_scissors,winner_had_fear_at_end,winner_prey_left,fort_near_wins,fort_cover_wins,fort_near_losses,fort_cover_losses,overcrowd_events,avg_pack_density,avg_flank_imbalance,endgame_frames,endgame_seconds,endgame_prey_start,endgame_split_events,endgame_simultaneous,VISION_FAR,NEAR_TARGET_AGGRO,CLUSTER_BONUS,FEAR_CLOSE_MULT,SCATTER_COUNT_THRESHOLD,TARGET_LOCK_TTL,HUNT_ADVANTAGE,COHESION_WEIGHT,PACK_HUNT_MULT,FINISH_BONUS,ESCAPE_BONUS_WEIGHT,FEAR_POP_SCALE
b3404b83-a1a7-4dd6-a1e9-b459ad04f3e7,7,6,0.18,58,ROCK,21,0,0,20,6,13,0.667,0.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.667,39,0,0,0,0,0,0,16,23,20,23,31,6.23,0.0,38,0.63,15,0,12,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
bcb5fc22-2ecb-4d3a-bce2-0ca4e3dcbbf6,6,3,0.86,308,ROCK,18,0,0,41,29,35,0.625,0.0,0.0,0.375,0.188,0.0,0.25,0.562,0.438,0.0,0.188,0.375,105,1,0,0,1,0,0,46,65,39,65,81,6.27,0.002,32,0.53,8,0,12,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6d135a40-3fe3-47d1-9764-c8d6dd11ff5b,6,6,0.66,215,ROCK,18,0,0,25,13,19,0.545,0.0,0.182,0.273,0.0,0.0,0.545,0.455,0.364,0.0,0.182,0.455,57,1,0,0,1,0,0,29,32,28,29,47,6.61,0.025,103,1.72,17,0,12,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
109d2df2-cc53-48c4-8592-7992efff2af4,8,3,0.23,64,SCISSORS,0,0,24,1,9,17,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.75,0.75,0.0,0.25,0.0,27,0,0,0,0,0,0,2,12,6,13,19,7.56,0.047,48,0.8,11,0,4,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
08b519f9-f16b-4cb6-9eae-7e5664a08513,8,4,0.66,189,ROCK,24,0,0,31,15,23,0.3,0.0,0.2,0.5,0.1,0.0,0.6,0.3,0.6,0.0,0.1,0.3,69,1,0,0,1,0,0,20,37,19,42,56,6.86,0.008,53,0.88,20,0,8,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
613c96a0-6773-4eca-98f6-d00339d6ff2b,7,4,0.57,181,ROCK,21,0,0,31,17,24,0.444,0.0,0.111,0.444,0.0,0.0,0.667,0.333,0.333,0.0,0.222,0.444,72,1,0,0,1,0,0,21,38,26,38,58,6.89,0.013,85,1.42,20,0,8,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
f173528c-c255-4cfa-8815-c66f5eda06dd,6,4,0.34,128,SCISSORS,0,0,18,5,11,17,0.0,0.0,0.857,0.143,0.143,0.0,0.286,0.571,0.571,0.0,0.143,0.286,33,1,0,1,0,0,0,5,15,12,12,27,7.06,0.003,68,1.13,15,0,8,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
e45e3a6c-1aa4-4f7b-aaff-962f5fae3a6e,8,4,0.35,117,ROCK,24,0,0,22,6,14,0.333,0.0,0.167,0.5,0.0,0.0,0.667,0.333,0.333,0.0,0.333,0.333,42,1,0,0,1,0,0,16,21,18,22,33,9.02,0.008,37,0.62,11,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
2ddc7541-c203-4668-9e7d-07457df0e508,6,5,0.35,131,ROCK,18,0,0,17,5,11,0.286,0.0,0.143,0.571,0.0,0.0,0.714,0.286,0.429,0.0,0.286,0.286,33,1,0,0,1,0,0,12,21,15,20,28,6.58,0.0,43,0.72,9,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a0cbd18b-0e8e-4ccd-91a1-78698dd5e583,7,3,0.3,92,SCISSORS,0,0,21,12,19,26,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.6,0.4,0.0,0.6,0.0,57,0,0,0,0,0,0,20,23,16,26,47,6.19,0.005,36,0.6,9,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6895ff53-e844-4f54-961a-9fc2a3717733,9,4,0.84,256,ROCK,27,0,0,47,29,38,0.462,0.0,0.154,0.385,0.231,0.0,0.231,0.538,0.769,0.0,0.0,0.231,114,1,0,0,1,0,0,33,86,48,85,89,7.08,0.003,32,0.53,12,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ca84863e-99d2-4499-a441-19c2bab4448a,9,3,0.54,154,ROCK,27,0,0,39,21,30,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.5,0.375,0.0,0.25,0.375,90,1,0,0,1,0,0,20,53,27,49,72,7.71,0.0,62,1.03,24,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d0aaef46-5b0b-4776-8eb5-a1dddc8301b0,9,4,0.27,76,ROCK,27,0,0,30,12,21,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.75,0.25,63,1,0,0,1,0,0,29,43,27,44,55,7.52,0.018,32,0.53,18,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
13cb3ffb-b099-401f-a8f5-d821c99f5c70,6,4,0.93,334,SCISSORS,0,0,18,25,31,37,0.176,0.0,0.176,0.647,0.353,0.0,0.059,0.588,0.294,0.0,0.118,0.588,93,0,0,0,0,0,0,48,81,43,79,70,6.09,0.019,18,0.3,3,0,3,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
01ea620e-2cae-46f5-9dd9-f495830b084e,6,5,0.5,192,PAPER,0,18,0,16,22,10,0.5,0.0,0.2,0.3,0.3,0.0,0.1,0.6,0.0,0.0,0.5,0.5,48,1,1,0,0,0,0,22,32,24,32,31,4.96,0.0,56,0.93,12,0,3,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
9b55c212-d98b-40d1-9dc9-43ff32f72ab8,9,6,0.37,111,ROCK,27,0,0,31,13,22,0.333,0.0,0.333,0.333,0.0,0.0,0.833,0.167,0.333,0.0,0.333,0.333,66,0,0,0,0,0,0,23,48,29,51,53,6.94,0.01,35,0.58,13,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ad32d3a0-4b7d-45e3-94b6-479d6622c4b3,6,5,0.6,219,SCISSORS,0,0,18,19,25,31,0.182,0.0,0.182,0.636,0.455,0.0,0.182,0.364,0.364,0.0,0.091,0.545,75,1,0,1,0,0,0,29,43,35,46,60,5.79,0.003,43,0.72,16,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
e834b81b-5eb1-4679-922d-2cb9f8d093c8,7,5,0.27,88,PAPER,0,21,0,15,22,8,0.2,0.0,0.4,0.4,0.4,0.0,0.4,0.2,0.0,0.0,1.0,0.0,45,1,1,0,0,0,0,13,21,15,18,38,6.29,0.011,36,0.6,18,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
162cc0fc-3c6b-4839-b4aa-9832a039d24c,5,6,0.38,142,ROCK,15,0,0,16,6,11,0.375,0.0,0.25,0.375,0.0,0.0,0.5,0.5,0.25,0.0,0.375,0.375,33,1,0,0,1,0,0,14,14,12,14,22,4.21,0.0,50,0.83,11,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
f6b1f57d-515a-4a7a-a0bd-dcc0ee286cc4,6,4,0.22,79,SCISSORS,0,0,18,3,9,15,0.0,0.0,0.75,0.25,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,27,0,0,0,0,0,0,9,13,7,12,19,4.85,0.0,51,0.85,11,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6bd919da-d212-450f-8262-c85027d47422,7,6,0.48,155,SCISSORS,0,0,21,13,20,27,0.375,0.0,0.5,0.125,0.5,0.0,0.25,0.25,0.25,0.0,0.125,0.625,60,1,0,1,0,0,0,15,32,21,29,46,6.65,0.012,35,0.58,19,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ed2964c9-f49f-48aa-bbba-74429ce25846,8,5,0.56,161,ROCK,24,0,0,40,24,32,0.5,0.0,0.25,0.25,0.375,0.0,0.25,0.375,0.25,0.0,0.125,0.625,96,1,0,0,1,0,0,30,67,22,69,82,7.14,0.003,29,0.48,9,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
bc171cb4-1ca1-4105-952c-8ec7556b4343,8,5,0.29,93,ROCK,24,0,0,23,7,15,0.4,0.0,0.2,0.4,0.0,0.0,0.8,0.2,0.2,0.0,0.4,0.4,45,0,0,0,0,0,0,13,17,13,20,34,7.51,0.0,41,0.68,18,0,12,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8bb852e8-5113-4f14-9bd5-058203a08f1e,6,3,0.68,231,ROCK,18,0,0,27,15,21,0.167,0.0,0.25,0.583,0.083,0.0,0.25,0.667,0.667,0.0,0.167,0.167,63,1,0,0,1,0,0,22,29,23,28,57,6.9,0.028,47,0.78,14,0,6,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
008840bf-e6ee-4c6a-8dfa-3951ecdfdeda,7,4,0.55,176,ROCK,21,0,0,26,12,19,0.222,0.0,0.111,0.667,0.222,0.0,0.444,0.333,0.556,0.0,0.222,0.222,57,1,0,0,1,0,0,12,34,14,31,43,6.82,0.024,52,0.87,17,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
381f00d3-444b-430f-8ae5-89c275a138f1,6,3,0.36,122,ROCK,18,0,0,20,8,14,0.429,0.0,0.143,0.429,0.0,0.0,0.571,0.429,0.286,0.0,0.286,0.429,42,0,0,0,0,0,0,15,23,17,23,27,4.43,0.0,58,0.97,13,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
174d5c62-2e37-41bc-9a75-04e1c59b0500,9,6,0.63,175,SCISSORS,0,0,27,26,35,44,0.111,0.0,0.222,0.667,0.667,0.0,0.222,0.111,0.333,0.0,0.111,0.556,105,1,0,1,0,0,0,53,70,55,71,88,7.83,0.011,31,0.52,17,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a54c98e8-8924-49a6-95c7-7c3032103db0,7,3,0.73,218,ROCK,21,0,0,32,18,25,0.636,0.0,0.091,0.273,0.091,0.0,0.455,0.455,0.364,0.0,0.091,0.545,75,1,0,0,1,0,0,23,46,22,46,61,5.24,0.008,34,0.57,9,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
5f0defe8-bc22-4c3b-aa43-5932985a7e37,6,3,0.29,102,ROCK,18,0,0,17,5,11,0.667,0.0,0.333,0.0,0.167,0.0,0.5,0.333,0.0,0.0,0.167,0.833,33,1,0,0,1,0,0,9,19,9,17,27,5.52,0.012,18,0.3,6,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8412ff23-09bd-4ce4-a014-7bcfbc686191,7,4,0.75,244,ROCK,21,0,0,28,14,21,0.308,0.0,0.154,0.538,0.308,0.077,0.308,0.308,0.385,0.0,0.154,0.462,63,1,0,0,1,0,0,13,27,17,28,50,6.27,0.0,44,0.73,17,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
3cd1b482-855f-47fb-a76c-42dcb5763c0a,8,4,0.27,79,SCISSORS,0,0,24,8,16,24,0.0,0.0,0.75,0.25,0.0,0.0,0.75,0.25,0.25,0.0,0.75,0.0,48,1,0,1,0,0,0,20,32,24,32,40,7.21,0.003,31,0.52,15,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
bd1865ed-8903-489c-90df-275f7098dc6e,6,6,0.42,130,SCISSORS,0,0,18,11,17,23,0.0,0.0,0.714,0.286,0.0,0.0,0.286,0.714,1.0,0.0,0.0,0.0,51,1,0,1,0,0,0,23,35,20,35,35,4.82,0.008,70,1.17,15,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
31b50039-2823-4365-b674-4349f5901b40,6,6,0.19,71,PAPER,0,18,0,7,13,1,0.0,0.0,0.25,0.75,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,21,1,1,0,0,0,0,8,8,10,8,17,5.67,0.0,59,0.98,12,0,13,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7005d3a8-17a5-4699-829e-b11024022f45,9,3,0.99,247,ROCK,27,0,0,45,27,36,0.385,0.0,0.154,0.462,0.231,0.308,0.385,0.077,0.692,0.0,0.231,0.077,108,1,0,0,1,0,0,26,70,35,72,91,7.58,0.008,23,0.38,10,0,8,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
23ed6e81-c153-4d2c-aaff-da7a1aa6cf4e,9,4,0.51,142,ROCK,27,0,0,39,21,30,0.25,0.0,0.375,0.375,0.375,0.0,0.5,0.125,0.375,0.0,0.25,0.375,90,1,0,0,1,0,0,26,59,27,60,78,8.11,0.002,26,0.43,13,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a2691cbc-c132-4ab1-a854-a3c2f6bf15e1,5,6,0.72,268,PAPER,0,15,0,17,22,12,0.5,0.0,0.071,0.429,0.357,0.0,0.143,0.5,0.071,0.0,0.143,0.786,51,1,1,0,0,0,0,25,34,29,37,32,5.1,0.0,12,0.2,5,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
3b6c985c-ce3c-4ef4-9ec8-37dbc199e66f,5,6,0.57,232,SCISSORS,0,0,15,6,11,16,0.0,0.0,0.167,0.833,0.0,0.0,0.167,0.833,0.75,0.0,0.25,0.0,33,1,0,1,0,0,0,8,20,10,20,14,3.85,0.0,12,0.2,3,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7d06d2a0-8948-42e0-b498-8ee9ad95195c,5,3,0.45,193,SCISSORS,0,0,15,3,8,13,0.0,0.0,0.4,0.6,0.5,0.0,0.2,0.3,0.3,0.0,0.1,0.6,24,1,0,1,0,0,0,10,11,12,10,16,5.08,0.0,45,0.75,9,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b1e582f9-55cd-4d5f-bd3b-4b34a9b1572c,6,5,0.24,81,ROCK,18,0,0,19,7,13,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.75,39,1,0,0,1,0,0,19,30,20,33,30,5.87,0.01,17,0.28,3,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
cfd4be19-a66b-49c4-8340-246bdb57a71b,5,5,0.12,43,SCISSORS,0,0,15,2,7,12,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.667,0.667,0.0,0.333,0.0,21,1,0,1,0,0,0,9,7,10,6,16,5.57,0.0,31,0.52,12,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
aad2bb70-c7d5-4892-b419-d999e08a4f6c,7,4,0.24,78,PAPER,0,21,0,16,23,9,0.25,0.0,0.5,0.25,0.25,0.0,0.75,0.0,0.0,0.0,0.75,0.25,48,1,1,0,0,0,0,19,28,14,29,35,6.12,0.013,34,0.57,12,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ec330664-642b-47ec-9eff-d18024d3e67c,6,3,0.22,72,ROCK,18,0,0,15,3,9,0.5,0.0,0.5,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.25,0.75,27,1,0,0,1,0,0,8,8,9,9,20,5.0,0.0,36,0.6,10,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
58f2095c-d1a5-44c6-a779-f9932d7fcad6,6,6,0.5,166,ROCK,18,0,0,23,11,17,0.556,0.0,0.222,0.222,0.0,0.0,0.333,0.667,0.556,0.0,0.222,0.222,51,1,0,0,1,0,0,22,41,23,39,41,5.69,0.0,10,0.17,2,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
96625463-7442-47a6-827c-ce7826883dfd,9,5,1.2,339,ROCK,27,0,0,56,38,47,0.412,0.0,0.118,0.471,0.235,0.0,0.471,0.294,0.529,0.118,0.118,0.235,141,1,0,0,1,0,0,39,78,44,82,107,6.98,0.006,91,1.52,26,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b148879f-66b8-4a40-b6c8-69b30a1fa25e,7,6,0.2,62,PAPER,0,21,0,11,18,4,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,33,1,1,0,0,0,0,13,16,18,13,28,6.88,0.012,26,0.43,13,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
2d6bab4b-6a3b-406e-838d-b3632147079e,9,5,0.65,177,SCISSORS,0,0,27,37,46,55,0.0,0.0,0.333,0.667,0.667,0.0,0.111,0.222,0.333,0.0,0.222,0.444,138,1,0,1,0,0,0,55,89,60,87,122,9.83,0.006,53,0.88,13,0,10,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
4cdec3bc-53c1-43f7-ac7c-d2e0c93daaf2,9,3,0.33,85,ROCK,27,0,0,31,13,22,0.4,0.0,0.6,0.0,0.0,0.0,0.8,0.2,0.2,0.0,0.4,0.4,66,1,0,0,1,0,0,20,42,20,41,43,4.95,0.0,29,0.48,15,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ee58186d-3fb3-4493-bc0c-023917111833,6,6,0.48,166,SCISSORS,0,0,18,13,19,25,0.111,0.0,0.222,0.667,0.556,0.0,0.222,0.222,0.222,0.0,0.222,0.556,57,1,0,1,0,0,0,33,49,37,50,45,4.98,0.021,2,0.03,1,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b5a86e97-4990-4d53-ad48-e12af3221664,6,6,0.94,345,PAPER,0,18,0,29,35,23,0.556,0.0,0.111,0.333,0.167,0.0,0.056,0.778,0.333,0.0,0.278,0.389,87,1,1,0,0,0,0,54,64,52,65,61,5.63,0.0,49,0.82,16,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
2c29d687-21b6-41d5-9306-152994e310d9,5,6,0.26,98,ROCK,15,0,0,11,1,6,0.4,0.0,0.2,0.4,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.6,18,1,0,0,1,0,0,5,9,6,9,12,4.44,0.0,34,0.57,8,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d229028b-4ac7-4059-b17b-e5fa4262ce99,6,4,0.4,145,SCISSORS,0,0,18,8,14,20,0.0,0.0,0.75,0.25,0.375,0.0,0.25,0.375,0.375,0.0,0.125,0.5,42,1,0,1,0,0,0,20,19,17,21,31,6.0,0.01,61,1.02,15,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b3bcf1ac-d627-4d6b-b862-2db6155aa087,6,6,0.22,79,SCISSORS,0,0,18,4,10,16,0.0,0.0,0.75,0.25,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,30,1,0,1,0,0,0,10,14,9,16,19,5.83,0.0,47,0.78,10,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
9c37b127-d317-4b1b-99fa-ef1fb65fe484,6,6,0.52,181,SCISSORS,0,0,18,13,19,25,0.333,0.0,0.556,0.111,0.222,0.0,0.222,0.556,0.333,0.0,0.111,0.556,57,1,0,1,0,0,0,29,25,28,26,48,6.14,0.017,61,1.02,17,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
c1a53c7d-dee2-425a-90d6-816b221b5d0a,6,4,0.25,81,ROCK,18,0,0,17,5,11,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.75,33,0,0,0,0,0,0,6,12,8,11,22,4.33,0.0,61,1.02,15,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a0c2791e-4c3f-4f21-b6c3-7dff92f29673,8,4,0.45,139,PAPER,0,24,0,17,25,9,0.286,0.0,0.286,0.429,0.429,0.0,0.143,0.429,0.0,0.0,0.857,0.143,51,1,1,0,0,0,0,20,22,21,21,40,8.02,0.0,63,1.05,22,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
211b8cc6-46ed-4992-b3bd-bfc452b8e532,9,4,0.43,124,ROCK,27,0,0,28,10,19,0.571,0.0,0.143,0.286,0.0,0.0,0.429,0.571,0.429,0.0,0.286,0.286,57,1,0,0,1,0,0,14,19,13,16,46,5.33,0.0,28,0.47,9,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7fb44228-62a2-4f2c-93e8-2c87e26a8d1b,8,5,0.38,109,ROCK,24,0,0,29,13,21,0.5,0.0,0.5,0.0,0.0,0.0,0.833,0.167,0.333,0.0,0.333,0.333,63,1,0,0,1,0,0,33,53,31,51,47,6.05,0.0,29,0.48,9,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
c32f97cf-cab7-4c92-83d6-b34cf0907323,8,4,0.8,250,SCISSORS,0,0,24,19,27,35,0.462,0.0,0.462,0.077,0.308,0.0,0.077,0.615,0.308,0.0,0.231,0.462,81,0,0,0,0,0,0,22,33,24,34,65,7.32,0.005,86,1.43,23,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8db2ddc8-0ec3-4243-9deb-697087af7cff,5,4,0.6,232,ROCK,15,0,0,15,5,10,0.083,0.0,0.083,0.833,0.167,0.0,0.25,0.583,0.75,0.0,0.167,0.083,30,1,0,0,1,0,0,11,16,12,16,22,5.33,0.005,24,0.4,9,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
76e34264-3826-4a1d-a4e7-0eca3d6b42af,5,3,0.21,84,SCISSORS,0,0,15,4,9,14,0.0,0.0,0.6,0.4,0.2,0.0,0.4,0.4,0.4,0.0,0.2,0.4,27,1,0,1,0,0,0,9,8,9,9,21,5.3,0.0,40,0.67,12,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
38cf34d7-3f42-4d8e-bd2c-b8fe080568d8,5,6,0.42,161,SCISSORS,0,0,15,2,7,12,0.0,0.0,0.5,0.5,0.0,0.0,0.125,0.875,0.75,0.0,0.25,0.0,21,1,0,1,0,0,0,14,12,13,13,13,5.76,0.01,45,0.75,4,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a34d340d-432e-46c6-a063-02ed30cb1958,8,6,0.41,118,SCISSORS,0,0,24,11,19,27,0.0,0.0,1.0,0.0,0.333,0.0,0.333,0.333,0.5,0.0,0.167,0.333,57,1,0,1,0,0,0,32,45,28,45,50,8.3,0.017,38,0.63,10,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6ccdc36d-f209-4672-834a-52267009f701,8,4,0.57,169,SCISSORS,0,0,24,26,34,42,0.333,0.0,0.444,0.222,0.111,0.0,0.222,0.667,0.556,0.0,0.333,0.111,102,1,0,1,0,0,0,41,55,45,58,87,8.65,0.002,33,0.55,15,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b56788de-631a-464c-aa68-b96b4e619aa0,5,3,0.51,194,ROCK,15,0,0,15,5,10,0.2,0.0,0.1,0.7,0.0,0.0,0.4,0.6,0.5,0.0,0.2,0.3,30,1,0,0,1,0,0,10,16,15,17,22,4.37,0.007,34,0.57,8,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
bbdd2e9a-d040-4fb4-895c-9db7d322c863,5,4,0.33,129,PAPER,0,15,0,8,13,3,0.571,0.0,0.0,0.429,0.429,0.0,0.143,0.429,0.0,0.0,0.571,0.429,24,1,1,0,0,0,0,13,10,13,10,18,5.71,0.0,61,1.02,10,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
f78c6263-63b1-4f28-b7df-6550271e3126,5,4,0.17,69,PAPER,0,15,0,8,13,3,0.0,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.0,0.0,0.75,0.25,24,1,1,0,0,0,0,10,7,14,9,14,5.0,0.0,41,0.68,12,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7e07a448-63dd-4131-8162-b9dc86928d36,8,6,0.79,248,ROCK,24,0,0,34,18,26,0.308,0.0,0.077,0.615,0.385,0.0,0.462,0.154,0.385,0.0,0.308,0.308,78,1,0,0,1,0,0,32,47,39,48,52,6.03,0.016,72,1.2,23,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6bfd2e33-a1cb-421f-97e8-9749f85ab9a9,7,3,0.22,72,PAPER,0,21,0,13,20,6,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.75,0.25,39,1,1,0,0,0,0,12,23,11,22,35,7.0,0.012,36,0.6,13,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b9535d63-f042-4124-af2c-206c7dd9132a,7,4,0.7,224,PAPER,0,21,0,30,37,23,0.583,0.0,0.167,0.25,0.25,0.0,0.083,0.667,0.0,0.0,0.417,0.583,90,1,1,0,0,0,0,35,54,35,56,76,6.86,0.0,56,0.93,19,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8c902b81-235e-48f2-a946-369601ff96ba,7,3,0.89,294,PAPER,0,21,0,35,42,28,0.6,0.0,0.133,0.267,0.133,0.0,0.2,0.667,0.733,0.0,0.267,0.0,105,0,0,0,0,0,0,35,62,42,61,81,6.32,0.002,38,0.63,18,0,11,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
