gameid,time_s,runcount,teamSize,rock,paper,scissors,rock_fear,rock_prey,paper_fear,paper_prey,scissors_fear,scissors_prey,rock_mode,paper_mode,scissors_mode,any_last_prey_risk
0f56b3c6-9311-44cc-ab5f-888c955b4d7e,8.21,145,12,6,3,27,3,27,27,6,6,3,SCATTER,SCATTER,HUNT,0
0f56b3c6-9311-44cc-ab5f-888c955b4d7e,16.22,295,12,31,0,5,0,5,5,31,31,0,HUNT,REGROUP,SCATTER,1
1951edc8-7149-4632-a1f6-0bba105707b5,7.02,145,11,2,21,10,21,10,10,2,2,21,SCATTER,HUNT,HUNT,0
f78ff44d-ca65-4583-99e8-7a140b1749f2,11.09,145,14,13,7,22,7,22,22,13,13,7,HUNT,DEFEND,HUNT,0
f78ff44d-ca65-4583-99e8-7a140b1749f2,24.29,295,14,7,32,3,32,3,3,7,7,32,DEFEND,HUNT,SCATTER,0
855f6be5-1797-4fdc-b01a-879557fba738,1.76,145,5,4,4,7,4,7,7,4,4,4,SCATTER,SCATTER,HUNT,0
855f6be5-1797-4fdc-b01a-879557fba738,4.4,295,5,3,1,11,1,11,11,3,3,1,SCATTER,SCATTER,HUNT,0
855f6be5-1797-4fdc-b01a-879557fba738,8.92,445,5,1,14,0,14,0,0,1,1,14,SCATTER,HUNT,REGROUP,1
0c780b58-630b-4c7f-98c4-43d2c5616c97,2.7,115,8,7,6,11,6,11,11,7,7,6,DEFEND,REGROUP,HUNT,0
0c780b58-630b-4c7f-98c4-43d2c5616c97,7.14,265,8,20,1,3,1,3,3,20,20,1,HUNT,SCATTER,SCATTER,0
0c780b58-630b-4c7f-98c4-43d2c5616c97,11.99,415,8,12,12,0,12,0,0,12,12,12,SCATTER,HUNT,REGROUP,1
f7168066-7e90-4917-873e-79f1ce841e66,5.04,145,9,13,4,10,4,10,10,13,13,4,HUNT,SCATTER,HUNT,0
f7168066-7e90-4917-873e-79f1ce841e66,11.36,295,9,1,26,0,26,0,0,1,1,26,SCATTER,HUNT,REGROUP,1
c6b38a7d-8d19-4e32-a05d-7d1d0192b032,2.0,145,5,7,0,8,0,8,8,7,7,0,HUNT,REGROUP,SCATTER,1
63f73921-917c-4e69-9ce4-cfe08d948567,2.07,105,7,7,9,5,9,5,5,7,7,9,HUNT,HUNT,SCATTER,0
63f73921-917c-4e69-9ce4-cfe08d948567,5.13,255,7,4,10,7,10,7,7,4,4,10,SCATTER,HUNT,HUNT,0
63f73921-917c-4e69-9ce4-cfe08d948567,9.02,405,7,1,7,13,7,13,13,1,1,7,SCATTER,REGROUP,HUNT,0
5a448ecc-ac88-4805-8c7f-f3fbb414c613,4.15,105,8,15,1,8,1,8,8,15,15,1,HUNT,SCATTER,DEFEND,0
5a448ecc-ac88-4805-8c7f-f3fbb414c613,9.34,255,8,3,21,0,21,0,0,3,3,21,SCATTER,HUNT,REGROUP,1
6bf2faab-c96e-4534-b3ed-afd68a09f32e,1.79,140,5,3,1,11,1,11,11,3,3,1,SCATTER,SCATTER,HUNT,0
6bf2faab-c96e-4534-b3ed-afd68a09f32e,4.11,290,5,11,1,3,1,3,3,11,11,1,HUNT,SCATTER,SCATTER,0
6bf2faab-c96e-4534-b3ed-afd68a09f32e,7.5,440,5,3,12,0,12,0,0,3,3,12,SCATTER,HUNT,REGROUP,1
1779358e-71b5-4606-ba69-99dacd01ae1d,1.33,120,6,7,6,5,6,5,5,7,7,6,REGROUP,REGROUP,SCATTER,0
1779358e-71b5-4606-ba69-99dacd01ae1d,4.07,270,6,7,4,7,4,7,7,7,7,4,HUNT,SCATTER,HUNT,0
1779358e-71b5-4606-ba69-99dacd01ae1d,6.76,420,6,9,6,3,6,3,3,9,9,6,HUNT,HUNT,SCATTER,0
1779358e-71b5-4606-ba69-99dacd01ae1d,9.58,570,6,3,12,3,12,3,3,3,3,12,SCATTER,HUNT,SCATTER,0
1779358e-71b5-4606-ba69-99dacd01ae1d,12.49,720,6,2,8,8,8,8,8,2,2,8,SCATTER,REGROUP,HUNT,0
1779358e-71b5-4606-ba69-99dacd01ae1d,14.56,870,6,3,5,10,5,10,10,3,3,5,SCATTER,SCATTER,HUNT,0
1779358e-71b5-4606-ba69-99dacd01ae1d,18.61,1020,6,3,0,15,0,15,15,3,3,0,HUNT,REGROUP,SCATTER,1
8cc8e776-3f5c-4df6-a309-36510e9a5f93,2.48,85,7,7,9,5,9,5,5,7,7,9,REGROUP,HUNT,SCATTER,0
8cc8e776-3f5c-4df6-a309-36510e9a5f93,5.17,235,7,4,7,10,7,10,10,4,4,7,SCATTER,DEFEND,HUNT,0
8cc8e776-3f5c-4df6-a309-36510e9a5f93,9.33,385,7,1,5,15,5,15,15,1,1,5,SCATTER,SCATTER,HUNT,0
a2a8aa24-21cf-4aef-8c6f-0f962713e5d2,0.11,10,6,6,5,7,5,7,7,6,6,5,REGROUP,SCATTER,REGROUP,0
a2a8aa24-21cf-4aef-8c6f-0f962713e5d2,3.06,160,6,11,1,6,1,6,6,11,11,1,HUNT,SCATTER,HUNT,0
a2a8aa24-21cf-4aef-8c6f-0f962713e5d2,6.47,310,6,11,5,2,5,2,2,11,11,5,HUNT,SCATTER,SCATTER,0
21f842b3-7b9f-484e-baa7-32b354e495b8,1.3,80,5,6,4,5,4,5,5,6,6,4,HUNT,SCATTER,SCATTER,0
21f842b3-7b9f-484e-baa7-32b354e495b8,4.11,230,5,8,1,6,1,6,6,8,8,1,HUNT,SCATTER,HUNT,0
21f842b3-7b9f-484e-baa7-32b354e495b8,6.68,380,5,6,5,4,5,4,4,6,6,5,HUNT,HUNT,SCATTER,0
21f842b3-7b9f-484e-baa7-32b354e495b8,8.46,530,5,4,3,8,3,8,8,4,4,3,SCATTER,SCATTER,HUNT,0
21f842b3-7b9f-484e-baa7-32b354e495b8,10.99,680,5,8,3,4,3,4,4,8,8,3,HUNT,SCATTER,SCATTER,0
21f842b3-7b9f-484e-baa7-32b354e495b8,12.86,830,5,8,5,2,5,2,2,8,8,5,HUNT,SCATTER,SCATTER,0
21f842b3-7b9f-484e-baa7-32b354e495b8,16.69,980,5,0,11,4,11,4,4,0,0,11,REGROUP,SCATTER,HUNT,1
97f6d6f6-e484-4537-86dd-6b31f929d744,2.46,50,9,8,11,8,11,8,8,8,8,11,DEFEND,HUNT,HUNT,0
97f6d6f6-e484-4537-86dd-6b31f929d744,6.33,200,9,8,9,10,9,10,10,8,8,9,REGROUP,REGROUP,HUNT,0
97f6d6f6-e484-4537-86dd-6b31f929d744,10.48,350,9,6,5,16,5,16,16,6,6,5,HUNT,SCATTER,HUNT,0
97f6d6f6-e484-4537-86dd-6b31f929d744,15.4,500,9,8,4,15,4,15,15,8,8,4,HUNT,SCATTER,HUNT,0
97f6d6f6-e484-4537-86dd-6b31f929d744,21.21,650,9,12,11,4,11,4,4,12,12,11,HUNT,HUNT,SCATTER,0
97f6d6f6-e484-4537-86dd-6b31f929d744,27.73,800,9,1,12,14,12,14,14,1,1,12,SCATTER,HUNT,HUNT,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,2.82,90,7,11,8,2,8,2,2,11,11,8,HUNT,HUNT,SCATTER,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,6.78,240,7,1,13,7,13,7,7,1,1,13,SCATTER,HUNT,HUNT,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,11.22,390,7,1,2,18,2,18,18,1,1,2,SCATTER,SCATTER,HUNT,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,15.91,540,7,14,1,6,1,6,6,14,14,1,HUNT,SCATTER,DEFEND,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,18.1,690,7,18,2,1,2,1,1,18,18,2,HUNT,SCATTER,SCATTER,0
cd17a629-2c85-4f8e-8984-f19c5e2a9fc3,22.24,840,7,11,10,0,10,0,0,11,11,10,SCATTER,HUNT,REGROUP,1
eec68348-c3e8-4f7c-9213-2ece5aaa81d6,1.91,115,6,5,6,7,6,7,7,5,5,6,SCATTER,REGROUP,HUNT,0
eec68348-c3e8-4f7c-9213-2ece5aaa81d6,5.59,265,6,12,1,5,1,5,5,12,12,1,HUNT,SCATTER,HUNT,0
f991d126-111d-4563-9a00-79238aa0c361,0.29,0,9,9,9,9,9,9,9,9,9,9,REGROUP,REGROUP,REGROUP,0
f991d126-111d-4563-9a00-79238aa0c361,6.02,150,9,8,17,2,17,2,2,8,8,17,DEFEND,HUNT,SCATTER,0
f991d126-111d-4563-9a00-79238aa0c361,12.27,300,9,0,3,24,3,24,24,0,0,3,REGROUP,SCATTER,HUNT,1
7e32d647-1334-48c9-9fcb-bc118333ad14,3.62,130,8,5,11,8,11,8,8,5,5,11,SCATTER,HUNT,HUNT,0
7e32d647-1334-48c9-9fcb-bc118333ad14,8.0,280,8,8,5,11,5,11,11,8,8,5,SCATTER,SCATTER,HUNT,0
7e32d647-1334-48c9-9fcb-bc118333ad14,12.49,430,8,10,9,5,9,5,5,10,10,9,HUNT,HUNT,SCATTER,0
7e32d647-1334-48c9-9fcb-bc118333ad14,18.75,580,8,9,3,12,3,12,12,9,9,3,HUNT,SCATTER,HUNT,0
7e32d647-1334-48c9-9fcb-bc118333ad14,23.28,730,8,22,1,1,1,1,1,22,22,1,HUNT,SCATTER,SCATTER,0
9002f189-848e-4493-864e-5b6672f89bbd,2.07,70,9,12,7,8,7,8,8,12,12,7,HUNT,REGROUP,HUNT,0
9002f189-848e-4493-864e-5b6672f89bbd,7.04,220,9,8,14,5,14,5,5,8,8,14,HUNT,HUNT,DEFEND,0
9002f189-848e-4493-864e-5b6672f89bbd,11.7,370,9,3,11,13,11,13,13,3,3,11,SCATTER,HUNT,HUNT,0
9002f189-848e-4493-864e-5b6672f89bbd,16.55,520,9,5,1,21,1,21,21,5,5,1,SCATTER,SCATTER,HUNT,0
00c44a88-d3cd-4373-af57-91735e1be8c7,0.37,50,5,4,5,6,5,6,6,4,4,5,SCATTER,SCATTER,HUNT,0
00c44a88-d3cd-4373-af57-91735e1be8c7,2.97,200,5,3,6,6,6,6,6,3,3,6,SCATTER,REGROUP,HUNT,0
00c44a88-d3cd-4373-af57-91735e1be8c7,5.17,350,5,1,3,11,3,11,11,1,1,3,SCATTER,SCATTER,HUNT,0
56fa8ced-d735-48ad-882e-48897b1d905d,3.39,105,8,13,4,7,4,7,7,13,13,4,HUNT,SCATTER,HUNT,0
56fa8ced-d735-48ad-882e-48897b1d905d,6.04,255,8,17,3,4,3,4,4,17,17,3,HUNT,SCATTER,SCATTER,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,0.53,30,5,6,5,4,5,4,4,6,6,5,REGROUP,REGROUP,SCATTER,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,2.88,180,5,4,6,5,6,5,5,4,4,6,SCATTER,REGROUP,HUNT,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,4.52,330,5,5,4,6,4,6,6,5,5,4,REGROUP,SCATTER,HUNT,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,6.99,480,5,9,3,3,3,3,3,9,9,3,HUNT,SCATTER,SCATTER,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,9.6,630,5,4,4,7,4,7,7,4,4,4,SCATTER,SCATTER,HUNT,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,13.08,780,5,13,1,1,1,1,1,13,13,1,HUNT,SCATTER,SCATTER,0
b123b0b1-d2fb-4ad7-90f7-209448e675ae,16.42,930,5,2,13,0,13,0,0,2,2,13,SCATTER,HUNT,REGROUP,1
ac3f72b1-d113-4472-bf9e-eac8401fa6d1,3.12,100,7,5,7,9,7,9,9,5,5,7,SCATTER,REGROUP,HUNT,0
ac3f72b1-d113-4472-bf9e-eac8401fa6d1,6.03,250,7,9,5,7,5,7,7,9,9,5,HUNT,HUNT,SCATTER,0
ac3f72b1-d113-4472-bf9e-eac8401fa6d1,9.26,400,7,15,4,2,4,2,2,15,15,4,HUNT,SCATTER,SCATTER,0
8b3589e7-69df-427a-bbf9-aa504e75500c,2.06,55,8,4,12,8,12,8,8,4,4,12,SCATTER,HUNT,HUNT,0
8b3589e7-69df-427a-bbf9-aa504e75500c,7.12,205,8,2,4,18,4,18,18,2,2,4,SCATTER,SCATTER,HUNT,0
8b3589e7-69df-427a-bbf9-aa504e75500c,12.73,355,8,21,0,3,0,3,3,21,21,0,HUNT,REGROUP,SCATTER,1
5cb6947d-bc9e-47ed-817c-45470fffb3d5,1.36,145,5,4,4,7,4,7,7,4,4,4,SCATTER,SCATTER,HUNT,0
5cb6947d-bc9e-47ed-817c-45470fffb3d5,4.21,295,5,7,1,7,1,7,7,7,7,1,HUNT,SCATTER,HUNT,0
e4bd7bed-b3bc-4d6c-98b6-05d78c45233e,3.18,80,8,2,6,16,6,16,16,2,2,6,SCATTER,DEFEND,HUNT,0
e4bd7bed-b3bc-4d6c-98b6-05d78c45233e,7.53,230,8,16,0,8,0,8,8,16,16,0,HUNT,REGROUP,SCATTER,1
4b1ef1ff-c719-4f55-8741-3c3d57bb0cf5,4.17,120,8,10,10,4,10,4,4,10,10,10,HUNT,HUNT,SCATTER,0
4b1ef1ff-c719-4f55-8741-3c3d57bb0cf5,8.25,270,8,2,16,6,16,6,6,2,2,16,SCATTER,HUNT,HUNT,0
4b1ef1ff-c719-4f55-8741-3c3d57bb0cf5,13.06,420,8,5,0,19,0,19,19,5,5,0,HUNT,REGROUP,SCATTER,1
f6188dff-d42a-4507-981d-13b99d1ce8bf,0.32,35,6,4,8,6,8,6,6,4,4,8,SCATTER,HUNT,HUNT,0
f6188dff-d42a-4507-981d-13b99d1ce8bf,4.07,185,6,4,3,11,3,11,11,4,4,3,SCATTER,SCATTER,HUNT,0
f6188dff-d42a-4507-981d-13b99d1ce8bf,7.26,335,6,16,1,1,1,1,1,16,16,1,HUNT,SCATTER,SCATTER,0
f6188dff-d42a-4507-981d-13b99d1ce8bf,11.26,485,6,2,15,1,15,1,1,2,2,15,SCATTER,HUNT,SCATTER,0
f6188dff-d42a-4507-981d-13b99d1ce8bf,13.99,635,6,0,13,5,13,5,5,0,0,13,REGROUP,SCATTER,HUNT,1
5ba9fc8a-3b2b-416e-a634-5325a7994f89,0.82,65,6,5,5,8,5,8,8,5,5,5,REGROUP,SCATTER,HUNT,0
5ba9fc8a-3b2b-416e-a634-5325a7994f89,3.68,215,6,5,5,8,5,8,8,5,5,5,SCATTER,SCATTER,HUNT,0
5ba9fc8a-3b2b-416e-a634-5325a7994f89,6.46,365,6,4,3,11,3,11,11,4,4,3,SCATTER,SCATTER,HUNT,0
5ba9fc8a-3b2b-416e-a634-5325a7994f89,8.6,515,6,10,3,5,3,5,5,10,10,3,HUNT,SCATTER,SCATTER,0
5ba9fc8a-3b2b-416e-a634-5325a7994f89,13.64,665,6,1,17,0,17,0,0,1,1,17,SCATTER,HUNT,REGROUP,1
e49fb869-2863-40c5-ae05-38feef3ae207,4.1,130,8,10,8,6,8,6,6,10,10,8,HUNT,HUNT,HUNT,0
e49fb869-2863-40c5-ae05-38feef3ae207,8.96,280,8,0,15,9,15,9,9,0,0,15,REGROUP,SCATTER,HUNT,1
e05a9bf7-db17-42e1-805d-cd57f570710a,0.65,90,5,4,5,6,5,6,6,4,4,5,SCATTER,SCATTER,HUNT,0
e05a9bf7-db17-42e1-805d-cd57f570710a,3.34,240,5,2,3,10,3,10,10,2,2,3,SCATTER,SCATTER,HUNT,0
e05a9bf7-db17-42e1-805d-cd57f570710a,5.67,390,5,9,1,5,1,5,5,9,9,1,HUNT,SCATTER,SCATTER,0
e05a9bf7-db17-42e1-805d-cd57f570710a,8.61,540,5,14,0,1,0,1,1,14,14,0,HUNT,REGROUP,SCATTER,1
2dc31a70-d3bf-4797-8e8c-cf8b79833857,4.53,130,9,14,3,10,3,10,10,14,14,3,HUNT,SCATTER,HUNT,0
2dc31a70-d3bf-4797-8e8c-cf8b79833857,10.21,280,9,10,15,2,15,2,2,10,10,15,DEFEND,HUNT,SCATTER,0
2dc31a70-d3bf-4797-8e8c-cf8b79833857,15.75,430,9,4,13,10,13,10,10,4,4,13,SCATTER,HUNT,HUNT,0
2dc31a70-d3bf-4797-8e8c-cf8b79833857,20.84,580,9,3,2,22,2,22,22,3,3,2,SCATTER,SCATTER,HUNT,0
2dc31a70-d3bf-4797-8e8c-cf8b79833857,26.41,730,9,25,0,2,0,2,2,25,25,0,HUNT,REGROUP,SCATTER,1
7bb4223c-b848-444d-9111-c01dfbf87e4b,0.41,40,7,7,5,9,5,9,9,7,7,5,HUNT,SCATTER,HUNT,0
7bb4223c-b848-444d-9111-c01dfbf87e4b,3.49,190,7,12,7,2,7,2,2,12,12,7,HUNT,HUNT,SCATTER,0
54109f62-7afe-4a45-abad-03b7678f3d8d,1.23,75,5,4,4,7,4,7,7,4,4,4,SCATTER,SCATTER,HUNT,0
54109f62-7afe-4a45-abad-03b7678f3d8d,3.95,225,5,1,4,10,4,10,10,1,1,4,SCATTER,REGROUP,HUNT,0
54109f62-7afe-4a45-abad-03b7678f3d8d,6.38,375,5,5,0,10,0,10,10,5,5,0,HUNT,REGROUP,SCATTER,1
c938256d-64fd-4b71-9c6a-190d28b083a8,1.5,30,6,9,2,7,2,7,7,9,9,2,HUNT,SCATTER,HUNT,0
c938256d-64fd-4b71-9c6a-190d28b083a8,5.43,180,6,10,6,2,6,2,2,10,10,6,HUNT,HUNT,SCATTER,0
c938256d-64fd-4b71-9c6a-190d28b083a8,9.1,330,6,0,14,4,14,4,4,0,0,14,REGROUP,SCATTER,HUNT,1
de9b00c5-674d-4f40-acfe-1050dfbd7866,2.54,50,8,6,11,7,11,7,7,6,6,11,DEFEND,HUNT,HUNT,0
de9b00c5-674d-4f40-acfe-1050dfbd7866,9.51,200,8,1,3,20,3,20,20,1,1,3,SCATTER,SCATTER,HUNT,0
de9b00c5-674d-4f40-acfe-1050dfbd7866,14.89,350,8,19,0,5,0,5,5,19,19,0,HUNT,REGROUP,SCATTER,1
ab70e96c-e305-467c-84a8-29b2e16512c8,2.18,120,7,4,9,8,9,8,8,4,4,9,SCATTER,HUNT,HUNT,0
df3b3f28-f957-4bc6-a2c1-9ae4c043b085,2.92,85,8,7,3,14,3,14,14,7,7,3,REGROUP,SCATTER,HUNT,0
f21d7d2d-6d84-47ee-92d8-b54da22450e9,0.38,0,8,8,8,8,8,8,8,8,8,8,REGROUP,REGROUP,REGROUP,0
f21d7d2d-6d84-47ee-92d8-b54da22450e9,4.66,150,8,8,9,7,9,7,7,8,8,9,REGROUP,REGROUP,HUNT,0
f21d7d2d-6d84-47ee-92d8-b54da22450e9,8.35,300,8,2,13,9,13,9,9,2,2,13,SCATTER,HUNT,HUNT,0
f21d7d2d-6d84-47ee-92d8-b54da22450e9,12.65,450,8,3,1,20,1,20,20,3,3,1,SCATTER,SCATTER,HUNT,0
f21d7d2d-6d84-47ee-92d8-b54da22450e9,17.2,600,8,15,0,9,0,9,9,15,15,0,HUNT,REGROUP,SCATTER,1
7cdae1e9-5974-4a52-be1b-7c89c6f03340,5.3,80,9,9,4,14,4,14,14,9,9,4,HUNT,SCATTER,HUNT,0
7cdae1e9-5974-4a52-be1b-7c89c6f03340,8.92,230,9,18,3,6,3,6,6,18,18,3,HUNT,SCATTER,DEFEND,0
7cdae1e9-5974-4a52-be1b-7c89c6f03340,14.11,380,9,12,13,2,13,2,2,12,12,13,HUNT,HUNT,SCATTER,0
7cdae1e9-5974-4a52-be1b-7c89c6f03340,19.22,530,9,3,21,3,21,3,3,3,3,21,SCATTER,HUNT,SCATTER,0
97aff18c-566d-4bf2-8423-d75da2c5359a,2.67,55,8,14,5,5,5,5,5,14,14,5,HUNT,SCATTER,HUNT,0
97aff18c-566d-4bf2-8423-d75da2c5359a,6.18,205,8,9,10,5,10,5,5,9,9,10,REGROUP,HUNT,SCATTER,0
97aff18c-566d-4bf2-8423-d75da2c5359a,12.1,355,8,0,10,14,10,14,14,0,0,10,REGROUP,SCATTER,HUNT,1
4c1b2159-8189-48df-85b5-15ed0e64c73a,2.46,90,8,8,9,7,9,7,7,8,8,9,REGROUP,REGROUP,HUNT,0
4c1b2159-8189-48df-85b5-15ed0e64c73a,6.94,240,8,0,13,11,13,11,11,0,0,13,REGROUP,SCATTER,HUNT,1
a160df37-42e5-41a2-a0f2-7bc31c4eafe4,0.54,80,5,4,5,6,5,6,6,4,4,5,SCATTER,SCATTER,HUNT,0
a160df37-42e5-41a2-a0f2-7bc31c4eafe4,3.44,230,5,3,7,5,7,5,5,3,3,7,SCATTER,HUNT,SCATTER,0
a160df37-42e5-41a2-a0f2-7bc31c4eafe4,6.07,380,5,3,7,5,7,5,5,3,3,7,SCATTER,HUNT,HUNT,0
a160df37-42e5-41a2-a0f2-7bc31c4eafe4,8.27,530,5,4,0,11,0,11,11,4,4,0,HUNT,REGROUP,SCATTER,1
6901e818-8df3-4fb0-abac-1c747050335a,0.94,25,6,4,3,11,3,11,11,4,4,3,SCATTER,SCATTER,HUNT,0
f5655eb8-b6af-476f-a5bd-6cafd4f0c604,0.1,10,6,6,7,5,7,5,5,6,6,7,REGROUP,REGROUP,SCATTER,0
f5655eb8-b6af-476f-a5bd-6cafd4f0c604,3.36,160,6,2,6,10,6,10,10,2,2,6,SCATTER,DEFEND,HUNT,0
f5655eb8-b6af-476f-a5bd-6cafd4f0c604,6.33,310,6,1,3,14,3,14,14,1,1,3,SCATTER,SCATTER,HUNT,0
f5655eb8-b6af-476f-a5bd-6cafd4f0c604,9.48,460,6,5,0,13,0,13,13,5,5,0,HUNT,REGROUP,SCATTER,1
cbfa5d49-32a6-43a8-9453-1aa4d4ed5e49,1.16,10,5,2,8,5,8,5,5,2,2,8,SCATTER,REGROUP,REGROUP,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,2.17,55,9,10,5,12,5,12,12,10,10,5,HUNT,SCATTER,HUNT,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,7.19,205,9,10,10,7,10,7,7,10,10,10,HUNT,HUNT,HUNT,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,12.47,355,9,6,8,13,8,13,13,6,6,8,HUNT,DEFEND,HUNT,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,17.46,505,9,14,5,8,5,8,8,14,14,5,HUNT,SCATTER,DEFEND,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,21.42,655,9,8,11,8,11,8,8,8,8,11,DEFEND,HUNT,HUNT,0
a233cd02-4603-4ac0-b9e0-691a2a6c57a0,26.79,805,9,3,5,19,5,19,19,3,3,5,SCATTER,SCATTER,HUNT,0
0d403339-01a3-4d67-85b0-576d8570a3e1,0.01,0,5,5,5,5,5,5,5,5,5,5,REGROUP,REGROUP,REGROUP,0
0d403339-01a3-4d67-85b0-576d8570a3e1,1.92,150,5,7,4,4,4,4,4,7,7,4,HUNT,SCATTER,SCATTER,0
0d403339-01a3-4d67-85b0-576d8570a3e1,6.02,300,5,2,12,1,12,1,1,2,2,12,SCATTER,HUNT,SCATTER,0
0d403339-01a3-4d67-85b0-576d8570a3e1,8.37,450,5,0,6,9,6,9,9,0,0,6,REGROUP,SCATTER,HUNT,1
47ee4452-3eef-4037-8759-831952ed5f36,0.56,75,5,3,6,6,6,6,6,3,3,6,SCATTER,REGROUP,HUNT,0
47ee4452-3eef-4037-8759-831952ed5f36,2.38,225,5,3,5,7,5,7,7,3,3,5,SCATTER,SCATTER,HUNT,0
47ee4452-3eef-4037-8759-831952ed5f36,5.78,375,5,2,3,10,3,10,10,2,2,3,SCATTER,SCATTER,HUNT,0
47ee4452-3eef-4037-8759-831952ed5f36,9.63,525,5,6,7,2,7,2,2,6,6,7,SCATTER,HUNT,SCATTER,0
47ee4452-3eef-4037-8759-831952ed5f36,12.03,675,5,5,4,6,4,6,6,5,5,4,HUNT,SCATTER,HUNT,0
47ee4452-3eef-4037-8759-831952ed5f36,14.45,825,5,5,4,6,4,6,6,5,5,4,SCATTER,SCATTER,HUNT,0
47ee4452-3eef-4037-8759-831952ed5f36,16.33,975,5,3,7,5,7,5,5,3,3,7,SCATTER,HUNT,HUNT,0
45e45c00-6c61-47b1-baf9-be275925a702,2.45,60,8,12,7,5,7,5,5,12,12,7,HUNT,REGROUP,SCATTER,0
45e45c00-6c61-47b1-baf9-be275925a702,7.28,210,8,12,11,1,11,1,1,12,12,11,HUNT,HUNT,SCATTER,0
45e45c00-6c61-47b1-baf9-be275925a702,10.93,360,8,1,21,2,21,2,2,1,1,21,SCATTER,HUNT,SCATTER,0
45e45c00-6c61-47b1-baf9-be275925a702,15.9,510,8,1,6,17,6,17,17,1,1,6,SCATTER,DEFEND,HUNT,0
55ac49ff-4f27-458d-8c5d-a3b15612044e,1.96,90,6,11,2,5,2,5,5,11,11,2,HUNT,SCATTER,SCATTER,0
55ac49ff-4f27-458d-8c5d-a3b15612044e,6.43,240,6,6,10,2,10,2,2,6,6,10,SCATTER,HUNT,SCATTER,0
55ac49ff-4f27-458d-8c5d-a3b15612044e,11.27,390,6,0,4,14,4,14,14,0,0,4,REGROUP,SCATTER,HUNT,1
61947534-2d29-440f-9d2e-0672a322028d,1.85,115,5,3,6,6,6,6,6,3,3,6,SCATTER,REGROUP,HUNT,0
61947534-2d29-440f-9d2e-0672a322028d,4.65,265,5,3,5,7,5,7,7,3,3,5,SCATTER,SCATTER,HUNT,0
61947534-2d29-440f-9d2e-0672a322028d,7.42,415,5,5,1,9,1,9,9,5,5,1,HUNT,SCATTER,HUNT,0
61947534-2d29-440f-9d2e-0672a322028d,10.48,565,5,12,1,2,1,2,2,12,12,1,HUNT,SCATTER,SCATTER,0
61947534-2d29-440f-9d2e-0672a322028d,13.21,715,5,2,13,0,13,0,0,2,2,13,SCATTER,HUNT,REGROUP,1
ff0c588c-604d-4c84-acb7-c5ef162a439b,1.7,140,7,6,6,9,6,9,9,6,6,6,SCATTER,DEFEND,HUNT,0
ff0c588c-604d-4c84-acb7-c5ef162a439b,6.69,290,7,11,3,7,3,7,7,11,11,3,HUNT,SCATTER,HUNT,0
ff0c588c-604d-4c84-acb7-c5ef162a439b,11.97,440,7,3,18,0,18,0,0,3,3,18,SCATTER,HUNT,REGROUP,1
00c03da9-ea97-4e7d-bf6a-ee0c42c61ead,4.97,145,8,6,13,5,13,5,5,6,6,13,DEFEND,HUNT,SCATTER,0
00c03da9-ea97-4e7d-bf6a-ee0c42c61ead,8.68,295,8,2,8,14,8,14,14,2,2,8,SCATTER,DEFEND,HUNT,0
00c03da9-ea97-4e7d-bf6a-ee0c42c61ead,13.28,445,8,7,1,16,1,16,16,7,7,1,SCATTER,SCATTER,HUNT,0
d1507472-8b59-4255-afa5-caf04203168d,0.72,60,5,6,4,5,4,5,5,6,6,4,REGROUP,SCATTER,HUNT,0
d1507472-8b59-4255-afa5-caf04203168d,3.09,210,5,8,4,3,4,3,3,8,8,4,HUNT,SCATTER,SCATTER,0
d1507472-8b59-4255-afa5-caf04203168d,6.6,360,5,0,1,14,1,14,14,0,0,1,REGROUP,SCATTER,HUNT,1
e6ea5ccb-7ea5-4468-9a75-0238cc069e10,2.73,135,6,4,9,5,9,5,5,4,4,9,SCATTER,HUNT,HUNT,0
e6ea5ccb-7ea5-4468-9a75-0238cc069e10,5.8,285,6,3,5,10,5,10,10,3,3,5,SCATTER,SCATTER,HUNT,0
e6ea5ccb-7ea5-4468-9a75-0238cc069e10,8.65,435,6,8,3,7,3,7,7,8,8,3,HUNT,SCATTER,HUNT,0
e6ea5ccb-7ea5-4468-9a75-0238cc069e10,11.56,585,6,11,3,4,3,4,4,11,11,3,HUNT,SCATTER,SCATTER,0
e6ea5ccb-7ea5-4468-9a75-0238cc069e10,14.37,735,6,7,8,3,8,3,3,7,7,8,HUNT,HUNT,SCATTER,0
