gameid,time_s,runcount,teamSize,rock,paper,scissors,rock_fear,rock_prey,paper_fear,paper_prey,scissors_fear,scissors_prey,rock_mode,paper_mode,scissors_mode,any_last_prey_risk
fb4e72e6-5326-429f-be36-75e941eceaa0,20.34,1465,18,40,10,4,10,4,4,40,40,10,HUNT,HUNT,SCATTER,0
fb4e72e6-5326-429f-be36-75e941eceaa0,23.93,1615,18,18,33,3,33,3,3,18,18,33,HUNT,HUNT,SCATTER,0
fb4e72e6-5326-429f-be36-75e941eceaa0,28.14,1765,18,16,10,28,10,28,28,16,16,10,HUNT,HUNT,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,31.63,1915,18,2,23,29,23,29,29,2,2,23,SCATTER,HUNT,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,35.1,2065,18,21,20,13,20,13,13,21,21,20,DEFEND,HUNT,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,39.09,2215,18,4,31,19,31,19,19,4,4,31,SCATTER,HUNT,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,42.91,2365,18,3,5,46,5,46,46,3,3,5,SCATTER,SCATTER,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,46.63,2515,18,28,2,24,2,24,24,28,28,2,HUNT,SCATTER,HUNT,0
fb4e72e6-5326-429f-be36-75e941eceaa0,50.53,2665,18,38,0,16,0,16,16,38,38,0,HUNT,REGROUP,SCATTER,1
fb4e72e6-5326-429f-be36-75e941eceaa0,54.4,2815,18,54,0,0,0,0,0,54,54,0,HUNT,REGROUP,REGROUP,0
41de982b-bf22-4723-ab56-9fade33477ad,2.09,765,8,5,7,12,7,12,12,5,5,7,SCATTER,DEFEND,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,4.68,915,8,9,9,6,9,6,6,9,9,9,SCATTER,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,7.78,1065,8,9,8,7,8,7,7,9,9,8,HUNT,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,11.1,1215,8,4,14,6,14,6,6,4,4,14,SCATTER,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,14.25,1365,8,3,10,11,10,11,11,3,3,10,SCATTER,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,16.86,1515,8,1,10,13,10,13,13,1,1,10,SCATTER,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,19.61,1665,8,1,10,13,10,13,13,1,1,10,SCATTER,HUNT,HUNT,0
41de982b-bf22-4723-ab56-9fade33477ad,22.32,1815,8,0,2,22,2,22,22,0,0,2,REGROUP,SCATTER,HUNT,1
41de982b-bf22-4723-ab56-9fade33477ad,25.07,1965,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,REGROUP,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,0.15,655,6,6,7,5,7,5,5,6,6,7,HUNT,HUNT,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,3.03,805,6,4,10,4,10,4,4,4,4,10,SCATTER,HUNT,SCATTER,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,5.81,955,6,4,4,10,4,10,10,4,4,4,SCATTER,SCATTER,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,8.65,1105,6,7,4,7,4,7,7,7,7,4,HUNT,SCATTER,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,11.52,1255,6,5,7,6,7,6,6,5,5,7,SCATTER,HUNT,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,14.28,1405,6,6,5,7,5,7,7,6,6,5,HUNT,SCATTER,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,17.17,1555,6,8,5,5,5,5,5,8,8,5,HUNT,SCATTER,SCATTER,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,19.93,1705,6,6,5,7,5,7,7,6,6,5,HUNT,SCATTER,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,22.56,1855,6,7,5,6,5,6,6,7,7,5,HUNT,HUNT,SCATTER,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,25.24,2005,6,6,9,3,9,3,3,6,6,9,HUNT,HUNT,SCATTER,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,28.32,2155,6,2,6,10,6,10,10,2,2,6,SCATTER,HUNT,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,31.58,2305,6,1,1,16,1,16,16,1,1,1,SCATTER,SCATTER,HUNT,0
7f55937b-762b-49e8-a2f5-1690fddc4b77,35.01,2455,6,11,0,7,0,7,7,11,11,0,HUNT,REGROUP,SCATTER,1
7f55937b-762b-49e8-a2f5-1690fddc4b77,37.85,2605,6,16,0,2,0,2,2,16,16,0,HUNT,REGROUP,SCATTER,1
7f55937b-762b-49e8-a2f5-1690fddc4b77,40.71,2755,6,18,0,0,0,0,0,18,18,0,REGROUP,REGROUP,REGROUP,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,0.33,675,6,8,5,5,5,5,5,8,8,5,HUNT,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,3.2,825,6,8,5,5,5,5,5,8,8,5,HUNT,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,6.15,975,6,4,8,6,8,6,6,4,4,8,SCATTER,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,8.71,1125,6,3,3,12,3,12,12,3,3,3,SCATTER,SCATTER,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,11.44,1275,6,7,3,8,3,8,8,7,7,3,HUNT,SCATTER,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,14.06,1425,6,9,3,6,3,6,6,9,9,3,HUNT,SCATTER,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,16.76,1575,6,11,3,4,3,4,4,11,11,3,HUNT,SCATTER,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,19.43,1725,6,13,4,1,4,1,1,13,13,4,HUNT,SCATTER,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,22.11,1875,6,7,10,1,10,1,1,7,7,10,HUNT,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,24.67,2025,6,7,4,7,4,7,7,7,7,4,HUNT,SCATTER,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,27.37,2175,6,6,6,6,6,6,6,6,6,6,HUNT,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,30.0,2325,6,6,7,5,7,5,5,6,6,7,SCATTER,HUNT,SCATTER,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,32.8,2475,6,3,7,8,7,8,8,3,3,7,SCATTER,HUNT,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,36.29,2625,6,5,7,6,7,6,6,5,5,7,SCATTER,HUNT,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,39.09,2775,6,2,11,5,11,5,5,2,2,11,SCATTER,HUNT,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,41.76,2925,6,1,6,11,6,11,11,1,1,6,SCATTER,SCATTER,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,44.67,3075,6,0,0,18,0,18,18,0,0,0,REGROUP,REGROUP,HUNT,0
7bf4065c-f4db-401f-8413-67b5658bf8cf,47.52,3225,6,0,0,18,0,18,18,0,0,0,REGROUP,REGROUP,REGROUP,0
c9ad24b5-221c-46da-8b0d-8a88bc66365c,0.59,695,5,5,5,5,5,5,5,5,5,5,HUNT,HUNT,HUNT,0
c9ad24b5-221c-46da-8b0d-8a88bc66365c,6.36,845,5,5,6,4,6,4,4,5,5,6,SCATTER,HUNT,SCATTER,0
c9ad24b5-221c-46da-8b0d-8a88bc66365c,8.96,995,5,5,8,2,8,2,2,5,5,8,SCATTER,HUNT,SCATTER,0
c9ad24b5-221c-46da-8b0d-8a88bc66365c,11.72,1145,5,0,10,5,10,5,5,0,0,10,REGROUP,SCATTER,HUNT,1
c9ad24b5-221c-46da-8b0d-8a88bc66365c,14.28,1295,5,0,6,9,6,9,9,0,0,6,REGROUP,SCATTER,HUNT,1
c9ad24b5-221c-46da-8b0d-8a88bc66365c,16.96,1445,5,0,0,15,0,15,15,0,0,0,REGROUP,REGROUP,HUNT,0
c9ad24b5-221c-46da-8b0d-8a88bc66365c,19.91,1595,5,0,0,15,0,15,15,0,0,0,REGROUP,REGROUP,REGROUP,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,0.49,695,8,7,9,8,9,8,8,7,7,9,HUNT,HUNT,HUNT,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,3.12,845,8,7,8,9,8,9,9,7,7,8,SCATTER,HUNT,HUNT,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,6.01,995,8,10,4,10,4,10,10,10,10,4,HUNT,SCATTER,HUNT,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,8.8,1145,8,12,9,3,9,3,3,12,12,9,HUNT,HUNT,SCATTER,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,11.65,1295,8,3,16,5,16,5,5,3,3,16,SCATTER,HUNT,SCATTER,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,14.58,1445,8,7,13,4,13,4,4,7,7,13,DEFEND,HUNT,SCATTER,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,17.89,1595,8,0,11,13,11,13,13,0,0,11,REGROUP,SCATTER,HUNT,1
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,20.75,1745,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,HUNT,0
80ee7dd8-6e75-418c-9c10-5e4b7f50aec9,23.52,1895,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,REGROUP,0
3f9d3a55-177c-4895-8224-898b98f8e56a,1.74,680,8,9,7,8,7,8,8,9,9,7,HUNT,HUNT,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,4.54,830,8,8,7,9,7,9,9,8,8,7,HUNT,DEFEND,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,7.23,980,8,11,5,8,5,8,8,11,11,5,HUNT,SCATTER,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,9.95,1130,8,6,10,8,10,8,8,6,6,10,HUNT,HUNT,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,12.66,1280,8,8,7,9,7,9,9,8,8,7,HUNT,HUNT,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,15.55,1430,8,10,6,8,6,8,8,10,10,6,HUNT,SCATTER,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,18.32,1580,8,13,6,5,6,5,5,13,13,6,HUNT,HUNT,SCATTER,0
3f9d3a55-177c-4895-8224-898b98f8e56a,21.36,1730,8,9,10,5,10,5,5,9,9,10,HUNT,HUNT,SCATTER,0
3f9d3a55-177c-4895-8224-898b98f8e56a,24.34,1880,8,8,9,7,9,7,7,8,8,9,HUNT,HUNT,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,27.07,2030,8,10,5,9,5,9,9,10,10,5,HUNT,SCATTER,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,29.95,2180,8,12,5,7,5,7,7,12,12,5,HUNT,SCATTER,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,32.57,2330,8,5,14,5,14,5,5,5,5,14,SCATTER,HUNT,HUNT,0
3f9d3a55-177c-4895-8224-898b98f8e56a,35.25,2480,8,0,20,4,20,4,4,0,0,20,REGROUP,SCATTER,HUNT,1
3f9d3a55-177c-4895-8224-898b98f8e56a,37.93,2630,8,0,5,19,5,19,19,0,0,5,REGROUP,SCATTER,HUNT,1
3f9d3a55-177c-4895-8224-898b98f8e56a,40.75,2780,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,REGROUP,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,2.11,775,17,20,13,18,13,18,18,20,20,13,HUNT,DEFEND,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,5.73,925,17,21,11,19,11,19,19,21,21,11,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,9.48,1075,17,19,12,20,12,20,20,19,19,12,HUNT,DEFEND,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,13.24,1225,17,23,21,7,21,7,7,23,23,21,HUNT,HUNT,DEFEND,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,17.16,1375,17,10,14,27,14,27,27,10,10,14,SCATTER,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,21.01,1525,17,31,1,19,1,19,19,31,31,1,HUNT,SCATTER,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,24.6,1675,17,48,1,2,1,2,2,48,48,1,HUNT,SCATTER,SCATTER,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,27.77,1825,17,45,4,2,4,2,2,45,45,4,HUNT,SCATTER,SCATTER,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,31.31,1975,17,11,39,1,39,1,1,11,11,39,HUNT,HUNT,SCATTER,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,35.04,2125,17,2,21,28,21,28,28,2,2,21,SCATTER,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,38.1,2275,17,1,16,34,16,34,34,1,1,16,SCATTER,DEFEND,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,41.9,2425,17,21,4,26,4,26,26,21,21,4,HUNT,SCATTER,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,45.34,2575,17,30,10,11,10,11,11,30,30,10,HUNT,HUNT,DEFEND,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,49.19,2725,17,17,31,3,31,3,3,17,17,31,HUNT,HUNT,SCATTER,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,52.47,2875,17,7,39,5,39,5,5,7,7,39,DEFEND,HUNT,SCATTER,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,55.98,3025,17,2,33,16,33,16,16,2,2,33,SCATTER,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,59.19,3175,17,3,23,25,23,25,25,3,3,23,SCATTER,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,62.53,3325,17,14,14,23,14,23,23,14,14,14,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,66.31,3475,17,20,9,22,9,22,22,20,20,9,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,69.62,3625,17,24,10,17,10,17,17,24,24,10,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,73.12,3775,17,22,18,11,18,11,11,22,22,18,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,76.6,3925,17,17,22,12,22,12,12,17,17,22,HUNT,HUNT,DEFEND,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,80.28,4075,17,11,20,20,20,20,20,11,11,20,DEFEND,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,83.88,4225,17,13,20,18,20,18,18,13,13,20,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,87.75,4375,17,15,13,23,13,23,23,15,15,13,HUNT,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,91.39,4525,17,31,12,8,12,8,8,31,31,12,HUNT,HUNT,DEFEND,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,95.36,4675,17,4,37,10,37,10,10,4,4,37,SCATTER,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,98.86,4825,17,6,19,26,19,26,26,6,6,19,DEFEND,HUNT,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,102.3,4975,17,4,21,26,21,26,26,4,4,21,HUNT,DEFEND,HUNT,0
affbbf37-849f-4698-885a-3b0e4f76d4e2,106.05,5125,17,0,4,47,4,47,47,0,0,4,REGROUP,SCATTER,HUNT,1
affbbf37-849f-4698-885a-3b0e4f76d4e2,109.71,5275,17,0,0,51,0,51,51,0,0,0,REGROUP,REGROUP,REGROUP,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,2.44,830,8,7,7,10,7,10,10,7,7,7,HUNT,DEFEND,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,5.04,980,8,10,7,7,7,7,7,10,10,7,HUNT,HUNT,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,7.84,1130,8,9,8,7,8,7,7,9,9,8,HUNT,HUNT,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,11.18,1280,8,7,6,11,6,11,11,7,7,6,HUNT,HUNT,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,13.85,1430,8,13,5,6,5,6,6,13,13,5,HUNT,SCATTER,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,16.56,1580,8,12,9,3,9,3,3,12,12,9,HUNT,HUNT,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,19.4,1730,8,3,15,6,15,6,6,3,3,15,SCATTER,HUNT,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,22.23,1880,8,2,10,12,10,12,12,2,2,10,SCATTER,HUNT,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,24.82,2030,8,10,5,9,5,9,9,10,10,5,SCATTER,SCATTER,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,27.82,2180,8,13,7,4,7,4,4,13,13,7,HUNT,HUNT,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,30.54,2330,8,6,13,5,13,5,5,6,6,13,SCATTER,HUNT,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,33.59,2480,8,3,6,15,6,15,15,3,3,6,SCATTER,HUNT,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,36.26,2630,8,2,3,19,3,19,19,2,2,3,SCATTER,SCATTER,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,39.0,2780,8,11,1,12,1,12,12,11,11,1,HUNT,SCATTER,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,41.73,2930,8,15,1,8,1,8,8,15,15,1,HUNT,SCATTER,HUNT,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,44.5,3080,8,20,2,2,2,2,2,20,20,2,HUNT,SCATTER,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,47.35,3230,8,10,13,1,13,1,1,10,10,13,HUNT,HUNT,SCATTER,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,50.27,3380,8,0,24,0,24,0,0,0,0,24,REGROUP,HUNT,REGROUP,0
20f0aff7-ccf0-4666-a21b-10c37464a7cb,53.07,3530,8,0,24,0,24,0,0,0,0,24,REGROUP,REGROUP,REGROUP,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,0.66,710,15,16,17,12,17,12,12,16,16,17,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,3.98,860,15,12,10,23,10,23,23,12,12,10,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,7.49,1010,15,10,22,13,22,13,13,10,10,22,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,11.31,1160,15,2,18,25,18,25,25,2,2,18,SCATTER,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,15.02,1310,15,23,4,18,4,18,18,23,23,4,HUNT,SCATTER,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,18.26,1460,15,5,28,12,28,12,12,5,5,28,HUNT,SCATTER,DEFEND,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,22.2,1610,15,8,2,35,2,35,35,8,8,2,SCATTER,SCATTER,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,26.14,1760,15,8,21,16,21,16,16,8,8,21,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,30.21,1910,15,9,26,10,26,10,10,9,9,26,DEFEND,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,34.56,2060,15,8,12,25,12,25,25,8,8,12,DEFEND,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,37.98,2210,15,19,10,16,10,16,16,19,19,10,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,41.92,2360,15,5,11,29,11,29,29,5,5,11,SCATTER,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,45.41,2510,15,19,2,24,2,24,24,19,19,2,HUNT,SCATTER,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,49.09,2660,15,34,2,9,2,9,9,34,34,2,HUNT,SCATTER,DEFEND,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,52.65,2810,15,3,34,8,34,8,8,3,3,34,SCATTER,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,56.2,2960,15,1,16,28,16,28,28,1,1,16,SCATTER,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,59.62,3110,15,1,5,39,5,39,39,1,1,5,SCATTER,SCATTER,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,63.4,3260,15,19,4,22,4,22,22,19,19,4,HUNT,SCATTER,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,67.13,3410,15,36,3,6,3,6,6,36,36,3,HUNT,SCATTER,DEFEND,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,70.53,3560,15,13,29,3,29,3,3,13,13,29,HUNT,HUNT,SCATTER,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,73.94,3710,15,13,26,6,26,6,6,13,13,26,DEFEND,HUNT,SCATTER,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,77.21,3860,15,8,14,23,14,23,23,8,8,14,HUNT,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,80.74,4010,15,26,16,3,16,3,3,26,26,16,HUNT,HUNT,SCATTER,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,84.29,4160,15,3,36,6,36,6,6,3,3,36,SCATTER,HUNT,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,88.64,4310,15,3,6,36,6,36,36,3,3,6,SCATTER,DEFEND,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,92.2,4460,15,31,7,7,7,7,7,31,31,7,HUNT,DEFEND,HUNT,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,95.88,4610,15,17,26,2,26,2,2,17,17,26,HUNT,HUNT,SCATTER,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,99.2,4760,15,0,45,0,45,0,0,0,0,45,REGROUP,HUNT,REGROUP,0
40b95953-7896-42b2-a0c2-34c9a2d727b4,102.44,4910,15,0,45,0,45,0,0,0,0,45,REGROUP,REGROUP,REGROUP,0
842e3e81-c647-4380-885e-0bff9112e627,0.91,740,8,5,10,9,10,9,9,5,5,10,SCATTER,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,4.6,890,8,4,6,14,6,14,14,4,4,6,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,7.45,1040,8,11,7,6,7,6,6,11,11,7,HUNT,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,10.35,1190,8,14,6,4,6,4,4,14,14,6,HUNT,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,12.94,1340,8,12,4,8,4,8,8,12,12,4,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,15.78,1490,8,11,11,2,11,2,2,11,11,11,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,18.52,1640,8,8,12,4,12,4,4,8,8,12,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,21.39,1790,8,9,3,12,3,12,12,9,9,3,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,24.12,1940,8,16,2,6,2,6,6,16,16,2,HUNT,SCATTER,DEFEND,0
842e3e81-c647-4380-885e-0bff9112e627,26.88,2090,8,10,9,5,9,5,5,10,10,9,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,29.87,2240,8,9,14,1,14,1,1,9,9,14,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,32.64,2390,8,8,15,1,15,1,1,8,8,15,DEFEND,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,35.56,2540,8,7,16,1,16,1,1,7,7,16,DEFEND,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,38.44,2690,8,7,3,14,3,14,14,7,7,3,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,41.42,2840,8,11,6,7,6,7,7,11,11,6,HUNT,SCATTER,DEFEND,0
842e3e81-c647-4380-885e-0bff9112e627,44.23,2990,8,12,9,3,9,3,3,12,12,9,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,46.87,3140,8,9,10,5,10,5,5,9,9,10,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,49.62,3290,8,7,6,11,6,11,11,7,7,6,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,52.63,3440,8,17,3,4,3,4,4,17,17,3,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,55.41,3590,8,6,15,3,15,3,3,6,6,15,HUNT,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,58.41,3740,8,5,11,8,11,8,8,5,5,11,SCATTER,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,61.36,3890,8,11,7,6,7,6,6,11,11,7,SCATTER,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,64.56,4040,8,4,15,5,15,5,5,4,4,15,SCATTER,HUNT,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,67.58,4190,8,3,8,13,8,13,13,3,3,8,SCATTER,HUNT,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,70.78,4340,8,8,3,13,3,13,13,8,8,3,HUNT,SCATTER,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,73.68,4490,8,16,7,1,7,1,1,16,16,7,HUNT,SCATTER,SCATTER,0
842e3e81-c647-4380-885e-0bff9112e627,76.41,4640,8,0,19,5,19,5,5,0,0,19,REGROUP,SCATTER,HUNT,1
842e3e81-c647-4380-885e-0bff9112e627,79.21,4790,8,0,6,18,6,18,18,0,0,6,REGROUP,SCATTER,HUNT,1
842e3e81-c647-4380-885e-0bff9112e627,82.36,4940,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,HUNT,0
842e3e81-c647-4380-885e-0bff9112e627,85.08,5090,8,0,0,24,0,24,24,0,0,0,REGROUP,REGROUP,REGROUP,0
f8f9553a-7be0-4367-921f-c558a974eda2,1.16,680,16,11,18,19,18,19,19,11,11,18,HUNT,HUNT,HUNT,0
f8f9553a-7be0-4367-921f-c558a974eda2,5.48,830,16,7,14,27,14,27,27,7,7,14,DEFEND,HUNT,HUNT,0
